CUSTOMER_PROFESSION_HK,CUSTOMER_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,PROFESSION,RISK_CATEGORY,ANNUAL_INCOME_INR,ANNUAL_INCOME_BUCKET,WORK_EXPERIENCE
,68FCD1EB684859A314BBF7F7C99037CEAD480F5BB209CCD4725BD319423E832F,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,121377,MEDIUM,7
,6FC8F95BC6465849249D974D53EECC56C00FFDA0FC3C7024BFA5B8E4D794B072,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,107359,MEDIUM,10
,477F4B2CDD3FE2B9FDD7DFB887F98252EF26CECF13EB53289116A1344382256D,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,148208,MEDIUM,5
,1FF7B91C979EA344298826C212ADF745783AE8A14A3EDED36D56BA1B0F4BDEEE,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,141383,MEDIUM,7
,2DFE70C43208F52B9EF4EA7E134705283947116491E81FBAC05F0AEDC25C5956,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,57373,LOW,0
,0F47CAA1AFDC7B7C8F1B627E85DB55BA2193692E714B9DEF1DF80F5B9BE249B4,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,138656,MEDIUM,3
,48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,98000,LOW,1
,845AAB778F5F137DB62EE9D8F87C24797456AD8F6B148D8F38ACF858CE11EF80,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,109396,MEDIUM,1
,F6920D2ECBF720691362F699E0AA14EECFFD23C76545147719DCC3A9A5734050,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,104467,MEDIUM,5
,2B4DA94214015B4281AC65905270BDA4EEFB97E08F5B4AE2F517B424FF77BFD9,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,154456,MEDIUM,0
,73C2E083E4E933FC3BA76ABC2BD6AEA80C838C172E7DB94EA473C9BE4E07B2D7,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,81367,LOW,0
,0359BDB72FA3B3EE4ADFDFCAE848C4B5CC3C889BC7400EFC01051E9CD67482C9,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,155638,MEDIUM,1
,8CF04F0D07191F042B1D11880AB80618C2680E8E03BBACC60F9E31160D4FA87F,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,162076,MEDIUM,0
,22FC91DC876C50DB64EFD0EBC175852518CD2BFE6143590AF0B375B0B6C2DF03,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,130706,MEDIUM,3
,C7E616822F366FB1B5E0756AF498CC11D2C0862EDCB32CA65882F622FF39DE1B,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,101414,MEDIUM,8
,7A5DF5FFA0DEC2228D90B8D0A0F1B0767B748B0A41314C123075B8289E4E053F,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,61637,LOW,0
,C399E9273F18BF50D4FC695C25A1909E6994CAF1FD120A78E572762945136C2D,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,94844,LOW,7
,36790ECD55C2030DC553685BEF719DF653F413A20CDAD1BFD1DC934C76686DDD,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,76000,LOW,9
,C77639710BD89EEA8855346472B0EB9175987E0EAEB35DF92B1712CA09215F05,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,173233,MEDIUM,5
,3038BFB575BEE6A0E61945EFF8784835BB2C720634E42734678C083994B7F018,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,84000,LOW,2
,18D37C950A3E810D9B9A84C72C230CA16B7CEC19F7FB55C625E5441790D448EF,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,136259,MEDIUM,0
,DB3DEFDA18FAFC0C197740438051C690D98B551A7E449D66390D38FA2DB09B77,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,121725,MEDIUM,12
,AEE4848A8580F31102073D34012CB3700FEE3E61F9FCFD725FCFE5FA4A220EC3,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,126370,MEDIUM,11
,533EB9A8909F614C351B65E6B8ABA1FFC2890735CE9A8A8936E17C05335DFA47,2025-08-29 15:35:21.759,CRM_CUSTOMER,,UNKNOWN,174501,MEDIUM,9
,48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,98000,LOW,1
,845AAB778F5F137DB62EE9D8F87C24797456AD8F6B148D8F38ACF858CE11EF80,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,109396,MEDIUM,1
,F6920D2ECBF720691362F699E0AA14EECFFD23C76545147719DCC3A9A5734050,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,104467,MEDIUM,5
,2B4DA94214015B4281AC65905270BDA4EEFB97E08F5B4AE2F517B424FF77BFD9,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,154456,MEDIUM,0
,73C2E083E4E933FC3BA76ABC2BD6AEA80C838C172E7DB94EA473C9BE4E07B2D7,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,81367,LOW,0
,0359BDB72FA3B3EE4ADFDFCAE848C4B5CC3C889BC7400EFC01051E9CD67482C9,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,155638,MEDIUM,1
,8CF04F0D07191F042B1D11880AB80618C2680E8E03BBACC60F9E31160D4FA87F,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,162076,MEDIUM,0
,22FC91DC876C50DB64EFD0EBC175852518CD2BFE6143590AF0B375B0B6C2DF03,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,130706,MEDIUM,3
,C7E616822F366FB1B5E0756AF498CC11D2C0862EDCB32CA65882F622FF39DE1B,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,101414,MEDIUM,8
,7A5DF5FFA0DEC2228D90B8D0A0F1B0767B748B0A41314C123075B8289E4E053F,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,61637,LOW,0
,C399E9273F18BF50D4FC695C25A1909E6994CAF1FD120A78E572762945136C2D,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,94844,LOW,7
,36790ECD55C2030DC553685BEF719DF653F413A20CDAD1BFD1DC934C76686DDD,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,76000,LOW,9
,C77639710BD89EEA8855346472B0EB9175987E0EAEB35DF92B1712CA09215F05,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,173233,MEDIUM,5
,3038BFB575BEE6A0E61945EFF8784835BB2C720634E42734678C083994B7F018,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,84000,LOW,2
,18D37C950A3E810D9B9A84C72C230CA16B7CEC19F7FB55C625E5441790D448EF,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,136259,MEDIUM,0
,DB3DEFDA18FAFC0C197740438051C690D98B551A7E449D66390D38FA2DB09B77,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,121725,MEDIUM,12
,AEE4848A8580F31102073D34012CB3700FEE3E61F9FCFD725FCFE5FA4A220EC3,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,126370,MEDIUM,11
,533EB9A8909F614C351B65E6B8ABA1FFC2890735CE9A8A8936E17C05335DFA47,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,174501,MEDIUM,9
,6FFBAE9AAFF664BD4739F51A6C7883A2C3CE74E9227A6AFF728D0D57AD56F234,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,186655,MEDIUM,7
,CED6F3C05E1DFEFA8455FA60AACDD2D76FFD79489B631C2DBDE22A74E927544B,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,51416,LOW,7
,E9EF91D2836A3D6A880C71604DDA2BC5CF97836539864EE1A7DA3221C3843DF7,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,122548,MEDIUM,2
,A486E5558353D0A590552EA5E0B0CCF4D2D9A1EA92D319B2AD5711E9BA10DEB1,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,164038,MEDIUM,5
,0F0B82FAE280AE9FEC1905F029B6EE9A9C85BB6CC5151DA6DAFE38A7902A4A53,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,78821,LOW,1
,0D866BA9F9FD0F2CBB2134DAF52356D2021A3686352D5C19D967305BF9E4BBDC,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,184838,MEDIUM,8
,E4E549408422875958476160732390DEFEFCAC7C2BD8353D918FE452D20DE2A6,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,114011,MEDIUM,5
,C8C817E80216CE409C63A735ACDD40FB7B023BCCA6E87B6FC89973C447B6A858,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,59905,LOW,7
,8AE4C23B80D1E7C8FF79E515FE791EBD68190BAE842DDA7AF193DB125F700452,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,36000,LOW,0
,47F6C8C4B34D11E58A4B8643EA77722600F0F2A2134C6B5558DE0B704A6EC9FB,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,147052,MEDIUM,9
,735E4A8AA7691B6D7E64836A10FAA46E2246AADB16ADDBF59DB7F7B0F45E6D19,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,97455,LOW,6
,68FCD1EB684859A314BBF7F7C99037CEAD480F5BB209CCD4725BD319423E832F,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,121377,MEDIUM,7
,6FC8F95BC6465849249D974D53EECC56C00FFDA0FC3C7024BFA5B8E4D794B072,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,107359,MEDIUM,10
,477F4B2CDD3FE2B9FDD7DFB887F98252EF26CECF13EB53289116A1344382256D,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,148208,MEDIUM,5
,1FF7B91C979EA344298826C212ADF745783AE8A14A3EDED36D56BA1B0F4BDEEE,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,141383,MEDIUM,7
,2DFE70C43208F52B9EF4EA7E134705283947116491E81FBAC05F0AEDC25C5956,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,57373,LOW,0
,0F47CAA1AFDC7B7C8F1B627E85DB55BA2193692E714B9DEF1DF80F5B9BE249B4,2025-08-29 15:28:41.993,CRM_CUSTOMER,,UNKNOWN,138656,MEDIUM,3
,6FFBAE9AAFF664BD4739F51A6C7883A2C3CE74E9227A6AFF728D0D57AD56F234,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,186655,MEDIUM,7
,CED6F3C05E1DFEFA8455FA60AACDD2D76FFD79489B631C2DBDE22A74E927544B,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,51416,LOW,7
,E9EF91D2836A3D6A880C71604DDA2BC5CF97836539864EE1A7DA3221C3843DF7,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,122548,MEDIUM,2
,A486E5558353D0A590552EA5E0B0CCF4D2D9A1EA92D319B2AD5711E9BA10DEB1,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,164038,MEDIUM,5
,0F0B82FAE280AE9FEC1905F029B6EE9A9C85BB6CC5151DA6DAFE38A7902A4A53,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,78821,LOW,1
,0D866BA9F9FD0F2CBB2134DAF52356D2021A3686352D5C19D967305BF9E4BBDC,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,184838,MEDIUM,8
,E4E549408422875958476160732390DEFEFCAC7C2BD8353D918FE452D20DE2A6,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,114011,MEDIUM,5
,C8C817E80216CE409C63A735ACDD40FB7B023BCCA6E87B6FC89973C447B6A858,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,59905,LOW,7
,8AE4C23B80D1E7C8FF79E515FE791EBD68190BAE842DDA7AF193DB125F700452,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,36000,LOW,0
,47F6C8C4B34D11E58A4B8643EA77722600F0F2A2134C6B5558DE0B704A6EC9FB,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,147052,MEDIUM,9
,735E4A8AA7691B6D7E64836A10FAA46E2246AADB16ADDBF59DB7F7B0F45E6D19,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,97455,LOW,6
,68FCD1EB684859A314BBF7F7C99037CEAD480F5BB209CCD4725BD319423E832F,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,121377,MEDIUM,7
,6FC8F95BC6465849249D974D53EECC56C00FFDA0FC3C7024BFA5B8E4D794B072,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,107359,MEDIUM,10
,477F4B2CDD3FE2B9FDD7DFB887F98252EF26CECF13EB53289116A1344382256D,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,148208,MEDIUM,5
,1FF7B91C979EA344298826C212ADF745783AE8A14A3EDED36D56BA1B0F4BDEEE,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,141383,MEDIUM,7
,2DFE70C43208F52B9EF4EA7E134705283947116491E81FBAC05F0AEDC25C5956,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,57373,LOW,0
,0F47CAA1AFDC7B7C8F1B627E85DB55BA2193692E714B9DEF1DF80F5B9BE249B4,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,138656,MEDIUM,3
,48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,98000,LOW,1
,845AAB778F5F137DB62EE9D8F87C24797456AD8F6B148D8F38ACF858CE11EF80,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,109396,MEDIUM,1
,F6920D2ECBF720691362F699E0AA14EECFFD23C76545147719DCC3A9A5734050,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,104467,MEDIUM,5
,2B4DA94214015B4281AC65905270BDA4EEFB97E08F5B4AE2F517B424FF77BFD9,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,154456,MEDIUM,0
,73C2E083E4E933FC3BA76ABC2BD6AEA80C838C172E7DB94EA473C9BE4E07B2D7,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,81367,LOW,0
,0359BDB72FA3B3EE4ADFDFCAE848C4B5CC3C889BC7400EFC01051E9CD67482C9,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,155638,MEDIUM,1
,8CF04F0D07191F042B1D11880AB80618C2680E8E03BBACC60F9E31160D4FA87F,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,162076,MEDIUM,0
,22FC91DC876C50DB64EFD0EBC175852518CD2BFE6143590AF0B375B0B6C2DF03,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,130706,MEDIUM,3
,C7E616822F366FB1B5E0756AF498CC11D2C0862EDCB32CA65882F622FF39DE1B,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,101414,MEDIUM,8
,7A5DF5FFA0DEC2228D90B8D0A0F1B0767B748B0A41314C123075B8289E4E053F,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,61637,LOW,0
,C399E9273F18BF50D4FC695C25A1909E6994CAF1FD120A78E572762945136C2D,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,94844,LOW,7
,36790ECD55C2030DC553685BEF719DF653F413A20CDAD1BFD1DC934C76686DDD,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,76000,LOW,9
,C77639710BD89EEA8855346472B0EB9175987E0EAEB35DF92B1712CA09215F05,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,173233,MEDIUM,5
,3038BFB575BEE6A0E61945EFF8784835BB2C720634E42734678C083994B7F018,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,84000,LOW,2
,18D37C950A3E810D9B9A84C72C230CA16B7CEC19F7FB55C625E5441790D448EF,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,136259,MEDIUM,0
,DB3DEFDA18FAFC0C197740438051C690D98B551A7E449D66390D38FA2DB09B77,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,121725,MEDIUM,12
,AEE4848A8580F31102073D34012CB3700FEE3E61F9FCFD725FCFE5FA4A220EC3,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,126370,MEDIUM,11
,533EB9A8909F614C351B65E6B8ABA1FFC2890735CE9A8A8936E17C05335DFA47,2025-08-29 15:24:36.085,CRM_CUSTOMER,,UNKNOWN,174501,MEDIUM,9
,48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,98000,LOW,1
,845AAB778F5F137DB62EE9D8F87C24797456AD8F6B148D8F38ACF858CE11EF80,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,109396,MEDIUM,1
,F6920D2ECBF720691362F699E0AA14EECFFD23C76545147719DCC3A9A5734050,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,104467,MEDIUM,5
,2B4DA94214015B4281AC65905270BDA4EEFB97E08F5B4AE2F517B424FF77BFD9,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,154456,MEDIUM,0
,73C2E083E4E933FC3BA76ABC2BD6AEA80C838C172E7DB94EA473C9BE4E07B2D7,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,81367,LOW,0
,0359BDB72FA3B3EE4ADFDFCAE848C4B5CC3C889BC7400EFC01051E9CD67482C9,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,155638,MEDIUM,1
,8CF04F0D07191F042B1D11880AB80618C2680E8E03BBACC60F9E31160D4FA87F,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,162076,MEDIUM,0
,22FC91DC876C50DB64EFD0EBC175852518CD2BFE6143590AF0B375B0B6C2DF03,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,130706,MEDIUM,3
,C7E616822F366FB1B5E0756AF498CC11D2C0862EDCB32CA65882F622FF39DE1B,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,101414,MEDIUM,8
,7A5DF5FFA0DEC2228D90B8D0A0F1B0767B748B0A41314C123075B8289E4E053F,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,61637,LOW,0
,C399E9273F18BF50D4FC695C25A1909E6994CAF1FD120A78E572762945136C2D,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,94844,LOW,7
,36790ECD55C2030DC553685BEF719DF653F413A20CDAD1BFD1DC934C76686DDD,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,76000,LOW,9
,C77639710BD89EEA8855346472B0EB9175987E0EAEB35DF92B1712CA09215F05,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,173233,MEDIUM,5
,3038BFB575BEE6A0E61945EFF8784835BB2C720634E42734678C083994B7F018,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,84000,LOW,2
,18D37C950A3E810D9B9A84C72C230CA16B7CEC19F7FB55C625E5441790D448EF,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,136259,MEDIUM,0
,DB3DEFDA18FAFC0C197740438051C690D98B551A7E449D66390D38FA2DB09B77,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,121725,MEDIUM,12
,AEE4848A8580F31102073D34012CB3700FEE3E61F9FCFD725FCFE5FA4A220EC3,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,126370,MEDIUM,11
,533EB9A8909F614C351B65E6B8ABA1FFC2890735CE9A8A8936E17C05335DFA47,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,174501,MEDIUM,9
,6FFBAE9AAFF664BD4739F51A6C7883A2C3CE74E9227A6AFF728D0D57AD56F234,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,186655,MEDIUM,7
,CED6F3C05E1DFEFA8455FA60AACDD2D76FFD79489B631C2DBDE22A74E927544B,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,51416,LOW,7
,E9EF91D2836A3D6A880C71604DDA2BC5CF97836539864EE1A7DA3221C3843DF7,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,122548,MEDIUM,2
,A486E5558353D0A590552EA5E0B0CCF4D2D9A1EA92D319B2AD5711E9BA10DEB1,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,164038,MEDIUM,5
,0F0B82FAE280AE9FEC1905F029B6EE9A9C85BB6CC5151DA6DAFE38A7902A4A53,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,78821,LOW,1
,0D866BA9F9FD0F2CBB2134DAF52356D2021A3686352D5C19D967305BF9E4BBDC,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,184838,MEDIUM,8
,E4E549408422875958476160732390DEFEFCAC7C2BD8353D918FE452D20DE2A6,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,114011,MEDIUM,5
,C8C817E80216CE409C63A735ACDD40FB7B023BCCA6E87B6FC89973C447B6A858,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,59905,LOW,7
,8AE4C23B80D1E7C8FF79E515FE791EBD68190BAE842DDA7AF193DB125F700452,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,36000,LOW,0
,47F6C8C4B34D11E58A4B8643EA77722600F0F2A2134C6B5558DE0B704A6EC9FB,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,147052,MEDIUM,9
,735E4A8AA7691B6D7E64836A10FAA46E2246AADB16ADDBF59DB7F7B0F45E6D19,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,97455,LOW,6
,68FCD1EB684859A314BBF7F7C99037CEAD480F5BB209CCD4725BD319423E832F,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,121377,MEDIUM,7
,6FC8F95BC6465849249D974D53EECC56C00FFDA0FC3C7024BFA5B8E4D794B072,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,107359,MEDIUM,10
,477F4B2CDD3FE2B9FDD7DFB887F98252EF26CECF13EB53289116A1344382256D,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,148208,MEDIUM,5
,1FF7B91C979EA344298826C212ADF745783AE8A14A3EDED36D56BA1B0F4BDEEE,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,141383,MEDIUM,7
,2DFE70C43208F52B9EF4EA7E134705283947116491E81FBAC05F0AEDC25C5956,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,57373,LOW,0
,0F47CAA1AFDC7B7C8F1B627E85DB55BA2193692E714B9DEF1DF80F5B9BE249B4,2025-08-29 15:09:14.853,CRM_CUSTOMER,,UNKNOWN,138656,MEDIUM,3
,48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,98000,LOW,1
,6FFBAE9AAFF664BD4739F51A6C7883A2C3CE74E9227A6AFF728D0D57AD56F234,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,186655,MEDIUM,7
,CED6F3C05E1DFEFA8455FA60AACDD2D76FFD79489B631C2DBDE22A74E927544B,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,51416,LOW,7
,845AAB778F5F137DB62EE9D8F87C24797456AD8F6B148D8F38ACF858CE11EF80,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,109396,MEDIUM,1
,F6920D2ECBF720691362F699E0AA14EECFFD23C76545147719DCC3A9A5734050,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,104467,MEDIUM,5
,2B4DA94214015B4281AC65905270BDA4EEFB97E08F5B4AE2F517B424FF77BFD9,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,154456,MEDIUM,0
,73C2E083E4E933FC3BA76ABC2BD6AEA80C838C172E7DB94EA473C9BE4E07B2D7,2025-08-29 13:10:40.344,CRM_CUSTOMER,,UNKNOWN,81367,LOW,0
