PRODUCT_DISCOUNT_HK,PRODUCT_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,DISCOUNT_NAME,DISCOUNT_PERCENTAGE
7E036DE3AF78AFD22B2BDDB78ECE1369525F1B27D85D7E6BA56E5AD4C45A5FD2,EA6974AB4A20D023919729D424E0D28EE1F436FD5A3470B8B541DF261A0DBCFB,2025-08-29 15:35:22.326,PIM_PRODUCTS,60% off,60.00
CADCD526928BF5788C502E696DD5B211EB35674711F23BA6A33EC2A580F41102,966395C204EE5BBE416CC04905D8982FFD3A872D6E329C059E294160562EBE77,2025-08-29 15:35:22.326,PIM_PRODUCTS,70% off,70.00
49D6522607CE5B2AD3543E9F291EFC4157D947EA43A5A4CBA1DCC106FFD98680,B9A11D926BCEE05820D95A0075F1EA2FC9E8D6D7AF1BF3ABC163ACF7DBAB42AF,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
26CD2AA78947CBB37018032BD51E0A9942697C3DDA8C33467E6B1DE99E2E7F59,55371B50310D764806AF269479AFE706B5BF9B2F9DC1C00C2B5785E7D9F29B0F,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
ED41CB5465C349F68E963005BB453BBA0897C020680087C439B30156F24712AF,04A500C633239CD5A84E012C98880EE7659AC46EF3187D26A9BF662366206EA2,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
DDE00B184BEC2E5796D111AB5AAA4853BA4B24641E8EE381EF8D37357241A354,866A8BE08480681E2862D908888AE48ECFBD3A62417E3FA5BD3574BEE8D19BA0,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
E28B4D4A1CF059624A7FAF090E4107A5B513942B4675A98749D32414F65825AF,1AD9438B47B9E8B3B046EAD36E444B627F2888025762860A42377A7E8DD41306,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
A298ED2B3F981761FDFF436901B484B881DB4D2129A244A832188AE568FD2E9B,6F1E9AD7A7D9E20C9F8432EA1734F85F57526785F2218A4A71DD24413BEC8430,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
3079E19DEF37D1B5CB1914BAC6B8CBF61E4295B833FF749B0E1F3C4010C8C50D,316E731F22F60D59893FF4DDB1DD4A01A24A53BA18F109BE68CE4F9CD9859513,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
1868E5A4C2FFA397D99A449C613E1FE2A6D2BD7ABF685472850A34C09A372E8D,88B29ACD9B5645B81970FE391D0DD91932936A5765E0919EBAD7187FD95FC541,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
28C3FD6D62F47E6BA7D1B41F2BFB58DAF5017F9433A855658FC596AD06F2C57A,4C1AA7E89D5915774D3FCEBD745AFD1E5D3455F06E56B70FBB939750D1FA1DEF,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
46FE30B8A21BC340B8BA18388C99C67C28828CF9801B3FFFBC7F8E6A1474CB6C,A35E856E5F390AE93F01EFE22BD49D210BA0D2FC723CE561CF378679EC3DB26B,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
1A86CF4835CA0B81B8A4AF8C35BF742D3ADA2E49EF813482432E27AA62B25FC0,E2309BEC0DA25D31B581264A99DBC8649CDC05FEDAB86EAFA62D0378CA4A6186,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
8857D95FEB20238CEC21CCB62312AE424811C70649294EC7BFB26B00586BFE6D,4DABB6E04063E846B94FDD832132FBA19990D2F9DEFC1D12849C722FED1F1F59,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
12DAC81AB6D851C42937F971BD3F56736604B297BD68DD4A3B2AD3AE5A34D963,E9F29A2631197969691276819176F7065DE3B36864F17E4483694B86B7D5D4BF,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
3CFE2D9B53D29D45F3E6E4A6D4A4E2CC657EA335BEE2308C900B320A8044372F,47AA7011F5F58B00832D6A19934CE80064F077CFD07EABE334D93EB3ADEC1F7D,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
A735D48A0D1E6FB0C0FA03AFF243866B8480D50C8951F5B1082931CBDF596ABB,3E3DE8E3AC2DEE20753B15A6DA47F8049B955739F8BA4BD216D8D46E23958E11,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
C30D181AA15E5D66B45A8170F74E25122DCACD855F20409DAC743E40C27A4ECE,DB575E3750C4A40B5C7BDD73E4CE75FE81E8EDE44C24682239BD75D1C1523C75,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
46F99833544F61A4726D1A474A41C88FBD6D8EA630063AFAE5A4004DEFAFAEE9,2E080923675C6ECC7554C0DFA6FCEF01CC1D3A1142E6D7ABA20B4B4856CFB79D,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
19168109D0445512B6EC6A8317882955DAC97D47C0803F8D6589D2C48C48B9B4,6F1962688BD03A9C7D09C5AB8FFD0A8BCA74D3DD894D72763B05459CAD3A8932,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
359CA362B9AA8E5936CE94380017776C879C5E23000522312AFB1AC38FFA2CD5,13102B31E7B2C29E869D26C50EC7C1636A43189CCD0F9931A7D57F6050CCBDA2,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
7C7EFB12E9F247A5E4FC129C7CD12CC4E92EFDA0BDDAF15E6B88AF891E57D9BC,395C85019260C4491C354319394DAB5DC246061A89102FD152FDF537C970A66A,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
17B6365ECC07FD16E92C7EBA935D927DA003D95A3B3E4164E631ED345AC9196D,3BA568A895D7C65590B59AB1413D51A9D1EA9AC15B3F5BF7AC93E92E5D2DEFB1,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
FAA97440F8CE891741DFC426556EC6AC9625D7BEB029CA551D84C5681FF9BB97,F0302F790788530C421FAAAE8614D72F0AA8DAD4AF79D0EACC91DBCB45AF4A98,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
FE070E59F26C6C546BCB2B4642C735545B0746348FD82460CC87E5E3BC0BBAB6,316D8C996DB5E59C7C085DB338A3D4D0C728E9E5473EA9FADF4E47528322184D,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
D59E3FE544F627A04912C0F2EEDF7EC58811D0C2DEFB150E9561DA05011C9557,B95CB94D7E813A8CE751F2A054C42BA8E0184AC58A2202A5F4AFDFCC91350EB5,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
C01C00AB62C8FDC543CB605431BDE1B79002B475D5A3E2667AEBAC77675D460F,C684932822C53F419A97A8FAB241C4DF5CCC5C8E08A87B2CCE2C10CBFF1EDB45,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
6E22921FFCA627487AF9A6502A37F59729B40D5FF73B53FE8494A672377C9ECF,BAF6C055DB9D63C93B8E278CD80AD938EB9C6FC44B22CD01B77D6F4F4178382D,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
888B234137019871BEB960640C06330689CB3E2E37101469DEC3EEFC60F3B392,5AA7F041399A4807051F90C7A460047245C87E079468208E8E9D141384217D77,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
35F7BF97ABDE38F23EDB99D51D59D9304F1E022901B0D7553AC823A96B50B46F,2BF328D7E224071C2FFE5A371CD548AD3F5E3B01AD9734FADF823DCCD2C6F765,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
BC784F24D7C1C9B45F8E24ACD398A36461E38E528F0CF2ED4382EDEFA862FD36,8E009A5618514D95CD9FE18F7E72D36BE24EBA46C4AC9D9D6AE33BB90F9B7EA4,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
26F2FE316BDE9224B1CE76F36FB1EB277CFA2F9F0F31FA8A1AF0E34267E8218F,CC35F6882D9B4FF2A136043A2943D40188E4C396D141394B0F12F1FBBA05D6F9,2025-08-29 15:35:22.326,PIM_PRODUCTS,25% off,25.00
E325A86DBDB7DCEC218FBF66524D85F34FE28D37FBE245C5AED0ED16BE84C483,69C5D29BA2B0547D0D9CFF888076828A95D17EA19160F0C411BE35831D48CDF1,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
251ACE92BCEBF6EFBA2F6791F76A7B4DDC919CD1B89F47E512E2C2E1172038CB,A935194CA854FBA85779BD9A9FFDE11DB87F2AF6CE6C587C4DC435BB582F8A34,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
7F9DC1DD349EA5D730636D94C13F7143D0282B09F4CD7B3B8815A483FBB5183B,FC1587139E40FDDBF8441457261ED25BF4DE9AEB1B2F86EB01BF5437D95E9476,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
DED8CFF0367B30436B5492003C58C4BAB72F16B49AE3774BCE7C05F046EF44AD,9AFA9C8A6CD5DB7223DC9A1A5CE9A32B74E8A8E201BBAF78E71E6978E9FA6E94,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
35824AE98599BA4B9D4A297F4D6E7B409E475E64C7DE9B20F0BAF535D78C9856,377A281A3E15724AA2A9B92BE8416A741D83787A9079DBCEAD946FE9EC823C4E,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
767730B0DB3347CC77423D790DA0186936640435C4694AB278967E8AAB1CC34A,DA43F5DF58A0E14E28954A20F675A4065A1333D88956D388292D93D7EA303F37,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
A591BFDAE1CFC12DD8FACBF229F3F667BB5227424E066CAE5AE90525920AB24B,3D4C08D98464CD531AA831B97AFA1D8400BB9730A2023DD1EC03528BD5576E02,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
3C9B9AB10669C47297C7E50B5DA69BA88183CFB1EA2D5B494DE5A567EBFD7DFF,8985C50DD24C95B2410364F0C85CD667B27CA6F571305F8FFA36296D098979CF,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
FCB0C9F92B8B0C6B3264B147DAC8EDDA9FE4DB44816381FC0B5E70852A971746,D9EA7586437A198492B108A9E17DF94563E117312463F1EA53445FA4F075672C,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
217F5576AA14666E3567762BDE9F98AF3874E4D33BC068DED1A3AF9E68F3C392,BD36E6F2988CD2EAB868189E46A5DA0616261F99D6A7BB5822AEA158468BD7DE,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
28BD2BA84C7EBF20F76703E63FD73A1FE8DFD5B20A15BB64FECF557CD1F06779,5B15CE65BC4AD14DF2B156E0829E30A92010CC9A00A202C3EE11EC7B3D56DAA5,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
0CE923F9CF81BFF8D8C6262D359C14CDC09E13984E1E3469A2F6C32D57A4F09B,3F3F3A9A2BEA4693557722E7E716E4EE3EC816CE2E7B6017C7E686A8E6E32394,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
6EA63D8F4EC0508F977D9D219F44898A688D0A1A22BF386D5FCB789028847ED2,0AA270AC618B6EA88DB35467C0293824EF9F67DAC1558ABD28D2D9EDE70B0061,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
13338F257E1E7412CBBD7DC9366C463FFCA4AE1C358E8A951B2150DE7FF5C9F6,6247E27E199388451C7FE2871676F3B1126FBCE76836BA4BD3716FB46ACC6E88,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
B3030B20E360A0891819A5E4E42E03AF86B994FA0D89D15B0DBF7F89C7896192,67C6CAF9910164D6C9EFD1A5ED3F677D9D3367F6B2C266F281A6C507AB1E6332,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
A30BFA25D289BDF6D52DE2E0DAE35223D883807F81C1E64B2952B952EDA02D20,5DBEB6D408D5D806C2A26ADE532B12CBC4BD1D295598200ABC3143F2D49F2F3E,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
A1C3520593DDB25F21BFD83D12B33AE2EE31BCB03E438898BAEFBBB716AEA571,9491012A1734640BC979FD9EF8ECE4A5876B7A954534F86F74B4211AA07E7A01,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
230F3C9D9235B1FC7C5E558F95FDF3625DF7DF108657358259B8327F147DABD8,C18DDB82AD1D2AC15C8F70C8C20BA5380E76CE90B67F179241E872DB65472CC6,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
4AA338F4EF53C672E73B1C4A2C15A1D5C936AE29993B250E974EC0C7500E0670,F86B283325C7EC2E0338C566CEACF34C8C2B982D1BAF59D012D90FF62D9982E9,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
44A4D65D96628DB38C1A2CEFB4FFC1D6842A214FC2B542AE74BC7A7535176E28,C5F01FB52CE5060E8976A4C0B98DCF57FF37DBEB2ECDAF0E2CF1E8FD0C872617,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
9A60AAE2BDDE38530B125AF29B0F8C91A98C519393A422B8F7100592D159E7ED,1E14AB1B5860FDEC206A401548BFD55461593D32115750241C6840360AAC477C,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
2464B574EF767C8282E7C6EB88C35293B80D0E94D165219BED8CAFCE3FC48C83,DB80CE7B63645DD01B59590C40D4DC55A5217C3A71F1020E637299A8E1FE32D9,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
DCE2840F24A94A38C085C5295463C2CAD49435DB366865D79720A50C656D7290,FC94086112B291A75FD587A67E92DDB501343EF79EF16772F4FD6DEDD271D018,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
7E1C07D8D36FD9CA013DDBCDE61F0A44738F0BECDB61B0C3C842E07331C2C828,CEEA9CD34E94A6475634DF9811E29C0AF3C941496D6AF027B14A1FE3969AF7CE,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
40E2E511A54E9219176034525BA9D88BFC100B7A710213BFB09124C03EE1BA70,E7896CE8F89383142D2B0190B25EDAA7690E99A8BBEFE9199821314F38751594,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
4ECFF15A839A3731F0F98D20A549CD649B2120DEFF4F5F66411351013E77441B,6035E71E2F6F01823FB72E3BB398FC26C12E8A89165047BF363205086DAA98C1,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
52EF826D5AB777EAEA56EB948BC8EB280879732B0F917AA7AA6146A49A25C02E,09FF0EA69F5D63140CED8D29371DA8498F2E65725B1FB8CDD615FB8DFFADF821,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
5252741773EDBE9DF78E4A527E1EAB4838C2E3503E1D98230FEFB10D797AB95F,E72898E6C61DEFEFE5F97190526BDECFA8DCA38B82B2B5722CDD7CA98423129E,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
D59659F95C2232BC31F9A91787488F52AD119A465CF5B3FA25359FF336B1AFE5,1591C32CBCDA6A6AC6EB27531BD0EC77091777AA3129A2B060C5065F5D167CE8,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
40DBB4006D0EC28F603FF511EF516DAE2FA9F30CEF505ABDA045C09DF1E3200F,47C17BD6EA268C00944E5F02D866724A7F631A18DE1B6C4BB209126FBE76B46D,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
E548A2C545882BDED2A76FD9C5FFE325F559076EFF8AD1C8DA44E4EAAAE6099D,37DDA5F60C8663EF0F82ABA5CDA7E341800384536F897DC11202AB329107F288,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
638DEBCDAEA218EF0F4B8CB451D0C6EFBBA638801E5EA251D44D5882694CB20D,E127F8746AF39FF8768D2E549DC549E0B6F59CEE76289791CAF2BF871E3E1B5C,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
041457B5AEA354FD8C130671FE0DAD0A8AAA5A6BC18D7274C5C5058206640F44,AE79E597928578FE23A11FEAF5622E3588E42D22A736F7752F5C8F6FF15F79FB,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
236AFAA4120C032BA9018A0B7847E74960CF0ADEDA616AFF884EB1492BDE34CB,E9EF40FB69E9D37CDD3A9AAB5686112A6FCC06CDD219E04AE80BC287C38B6C52,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
BC7A5D642348F54DA8C26D8199298080552CCB5D69E231EAF1716642F2BD105C,B754251DB04D82FE9A43A9B4FAA412EE7F8C1ADBE023AC7029F29E93DF1D6492,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
CBBDADC9EC6B6D08C954E31E57B3B9F30655E2759E923C394ED2D5D2FF0C3A27,ABCE74275368E9346D76A3185DBC236DDC2FC5E08487CB4E08427B33CD473425,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
7DAA40422625981A641FA4AB2B5BCD2274D622DAD6F5EF433351335F8CEDABF1,06E51F3610331E98D839EB95B2988EE664298E2B7140A1154A19AB723954C329,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
AA78046F441708802E6D2F77F0B1F04F4A5939440C970D6029D4A2F7BF73352C,83A630D314829B359E77186ADED04F35DC4677D7FE6BCB979F04CF25E20F69B9,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
FEFBA8C38035C3426B0D50011D36B95EA18394D1A2AB39A7A89BF17C9399E564,81B2443030BDB81F1531FAE0A10AD8BCF7CA70A1FFD0F501E13D90945739E5DE,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
E60ED98501832FEB7F8DD3BAE52EF7A36BA56E22BEC6B8D8C9C5DF07AC424DD9,21610FAAAEB83499DB32862D11C19E2130274BC72C14AF06A9BBAEB7365851B9,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
2BAB124A0A7E3BDC55491EDFFC22D828A949D298E352F53602A6FD251FB5832C,C7A327422659D19DB6F8C0A3D050EF2B54775713A6BE6E70700A3B130455C669,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
F6DB2FD712F69626533A97B2C266968E40BD51239A198861E09B28B2A5382C38,B9F3AA65A0A3A3FE221EB8267434C3D980044594699FA3908723C247F6DB08E2,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
F58DBFC97AF9E5413D82FAC8205F137C13DDF59110FDCF375C13FAE83C91FFE3,02765E7A8437EFA47059A34114E0C51B1DAAE1F497B124DEAAFB53484D7CF740,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
9CAAFE405F84C8BE9817D1BAD740AEBF2B3C75EB2886C82DE9507448E1E81F35,76216F0ED9094828735D3AD93B9E0722C8FBFA868EFBCFAE264CCB157621C071,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
B9CA2B7737204F6DD05BC47DCC8CFDEE538DF2C5604F5237D3F2AB698C10EF59,A6C05C98A5BEC8734D28F89CA368B3B58709944CAB49ABC3ACDCEFED6CA753E7,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
D96B2E2AC1BED38C9EB898F5436A80926DC26F7BD5FB3FFBB14E9317C09B2E63,E1238112A9F1A02EBD4EF64E1E291B8C940ED6E74A7B40427380A0DC3C2BA5BD,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
EE13D8530825D5187F0AA4ED5555C8638A7FE6A7012D7CD49D7BF947E2069480,35366E4305AFC7B85F59E11CCEFF4CD76F713A2F4F885EA06F42ACEB0BA5322D,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
E5CFAE011DFB587E5AD7A9786A517C981E73FE9FBA536364855758678143A9FA,B54987CC9273637BB2FA2948D7FCC006BCBFA8BA5DCF12257DEBFDE6A711143B,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
8848598D5DB43DB8FF8F9008B2D8F31BB73BAD320D685C9E5B510678188F4A68,62E3ACA9D9D9A84642946593AD3C1EBDD55BDCE8E4A3656F94BE331DD34B16D4,2025-08-29 15:35:22.326,PIM_PRODUCTS,50% off,50.00
DCEFA15C8849CA7684D79BB479236B23BC0A59DD4F58D959A1D0EB422FBB5461,97A868DE4874455F2CE7898191E93CD37199F94D039F433A40AC77296633466A,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
A731400918842A6EDF0D85B146456B0F38A62609E941CEB45BD86FE2D6B9AA1A,6824E08A9053139C5B171AFCEE98103BB83BE8D9A70E67DF0CD0A08E216C6FEE,2025-08-29 15:35:22.326,PIM_PRODUCTS,45% off,45.00
454915F4704FB6B047979FAC16C90F1713C4027EFD29DAA77B02C6855C193B35,86CADBB78FFDCE40670B30577B78D6735F9BA4DDE5639834810292C509798D51,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
07E72E611651D05B82068172451768EE7300A9700E0965E9946DE120D14353BB,BC759A8D7978BCA729F78652FCC15BFBD20FB2501E4D3A1705372B672F59A99D,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
D3AFD5223F4E659323880A63E076EB904456A67B18B8656AF446ED60E0C0016B,C09CC5BFA37B1E7D3D8FA85F80860EAB48C2C573F009ECC3E79250733B839F83,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
3E32100697D5C1C2D610724F0695F95E50353950E14A63080820B31EC93FF3E0,F28E971B01B16BD3B0CE434E88FD7606E74CD11490E587F63CD598677DCCF215,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
2A3BD7D665B99715BCFA91821B2A581780BCA1E719E0ABB9E6908AE2447A8712,9039108892E33EF04B72777205D0788E022C92B9B0F248628825214B01389B5F,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
BB2E81EF5464FBD71D475137F9D6922E45E9A6E85F0917549A15E26C4D281AA3,D97CE1B80E7AC77F57C3C9910C7E19A386DC022CB9145583B64E0298DEB9AC32,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
E2509F3E1F54E98B08F736777FD0BCD80F6C9F2F94A1C7B5FFC9DFFF094AECAA,D2B56F21841950315756EE466F593BAF78CAE3257084F3E4B4CA163FCD015E5E,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
73D0C0F71169F6E508773AA3D598A70990FD3B1AEF8A7C0E77CFD9F6FCC3CF9C,83B6925D32356C79763A6F5C5A125660D75840C67A669639D1B4C606DF5A04C4,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
A1C240485372DBCD7A690DBD44FBFE72F77E91E06F7C3DC0C8D6E5857ACA0CFB,987896B1F113482EC5851C3F8051E2D4A55CB335D3FDF42BBB02CD3CA3977362,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
2F2C4E92494438CF87C1B9544B924D393BAA16D6C0E008090FDB04C895EE5933,6D02FF72F671573E9E7CD6E2FE297A4A757A9CF351DA46635A19994555D72B3A,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
78B6C14017C3BA53B27D4B3E8533E11A17E7C35852BEE7F25D2C0582D778E2EC,1C51BFA0BB7E6E9BA91786E82AC35DBF9F44FE361C6F703029A1E968D9E42461,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
3809A5FB9C3EB0AEF2CD6B5B318A36818895D719EDEA4CFEA98982635AA353E2,A96BDABD36BB27B248AC21629C35E76A9062F638C372BC506D31CB8BAF22F928,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
A01B9E5860EBCF40C1042F3FBA831CA75DF3F929390436B49268B978433FE419,A5FBB9AE76FA598D9F8A2F0056BBD5D7A12ED6D808A0688FD3658DC255CB0699,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
5561E1950B808290DFAEB1A7C730F67C68499F1206DAB810D2AD99F696E8336C,9018B9EC6201112091499EE0EC07016214205B863E191C1D6A0D1ADED669F89E,2025-08-29 15:35:22.326,PIM_PRODUCTS,10% off,10.00
18488109EAECB24F204F534B42250932FCD35938D2E9DB6945D0949CE80E306E,EB7557150F45B2914674C6A6B70F388E42846C4113435D9EADF70D461E8AEBA1,2025-08-29 15:35:22.326,PIM_PRODUCTS,30% off,30.00
DB34F34584E6B94EE981B8D36434BF23EADEEB230C645B5965DE98B736406B9D,26474981BB96FEB9FAD1CC9207B7001D7FD9C0C9EB912030F235682DD9EF883C,2025-08-29 15:35:22.326,PIM_PRODUCTS,20% off,20.00
CCB3F9DA61FB03F609E95E7A2F6E5121D08C2B09FB9AF10BEA5E3C3A5281F911,37F989AE635647932F9B9A4E6A3FE73417C8BF2293F5136BBA584159BCF86C2B,2025-08-29 15:35:22.326,PIM_PRODUCTS,40% off,40.00
