PRODUCT_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,DV_HASH_DIFF,PRODUCT_ID,PRODUCT_NAME,PRODUCT_DESCRIPTION,PRODUCT_SIZES,BRAND_NAME
AA1E17FBC29D15A1902A915B2C8FEF7DB8853464EE2E649824D108462BFBE100,2025-08-29 15:35:22.187,PIM_PRODUCTS,E90409E6C11F0B3167A3A2B78195B5455753D2CE4C711C09F898ADAABC6D2D10,AF3,AF3 - Fragrance-Women,womens first instinct eau de toilette set of 2 - 100ml+15 ml,Nan,abercrombie & fitch
A64C1CA6415E0796FA30745AF0A759E7DD66569E62C24703F27A668A36095551,2025-08-29 15:35:22.187,PIM_PRODUCTS,A8DF8F62D570316BF4D251A28BFE6DA3B0C441E42898A9EAE512658184B4ADEE,ADIDAS4,ADIDAS4 - Westernwear-Women,solid slim fit cotton womens casual wear track pants - black,"Size:Medium,Small,X-Large,X-Small",adidas
9688332DC084D17A5DEF01362316B63768339C96B3EDB8EC1DD52604FBD8DECE,2025-08-29 15:35:22.187,PIM_PRODUCTS,E9E4C04CF6F72236714CF670208F38DC79ED4F673A3A653F8CBD954FE50572B8,ADIDAS11,ADIDAS11 - Westernwear-Women,printed crew neck cotton womens t-shirt - black,"Size:Medium,Small,X-Large,X-Small",adidas
57153800DD601B314581E4750DC1BA7CC5EE2CA09EE1554BF5236DF1A84F883F,2025-08-29 15:35:22.187,PIM_PRODUCTS,83034B2FFFEE5677E852D7A872950BF511676C8D9B80AC6A21C5591CA69E9639,ADIDAS17,ADIDAS17 - Westernwear-Women,stripes regular cotton womens sports wear pants - carbon,"Size:32,36,40,44",adidas
74E5C00A945D559C2995E19118CCDE9D6894C52CEB1C8EA8F904351F5C3BB54F,2025-08-29 15:35:22.187,PIM_PRODUCTS,8D9A75B92CA8BA798F63C651E7ACCAEBEC793A7BA6DEA18522A47E675DF75F31,ADIDAS29,ADIDAS29 - Westernwear-Women,printed crew neck cotton womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small",adidas
3ABB132AADDCC642973A95991401D2DA57213C6983F3177B2565A0E696BA5E32,2025-08-29 15:35:22.187,PIM_PRODUCTS,74C362DB5D969BA1C62CCD4FE6C8AAF677C10DE1EECA03FD173EFECB58991CE0,ADIDAS82,ADIDAS82 - Westernwear-Women,solid polyester round neck womens t-shirt - purple,Size:Small,adidas
3507A7340FDC3C374F0AC371358FBDE94B2720F9CFEEE95D90FEFFC95536C949,2025-08-29 15:35:22.187,PIM_PRODUCTS,BC20AD8143EB6D4CB9D774B926200CD69B95E73644E17C754D7E0E4B4EB99CFE,DRW90,DRW90 - Westernwear-Women,womens 5 pocket coated jeans - blue,"Size:Small,X-Small",109f
897D6C184304DEAF54CCE4C68E80D46E3201D70FEBB4A0D8B824E8BE5AFF3D05,2025-08-29 15:35:22.187,PIM_PRODUCTS,26B800C4277F4936A2FBBF79B7ADA9EB6D5590C6C3AAC64EA4980866E6CF2BC6,DRW96,DRW96 - Westernwear-Women,womens semi square neck solid midi dress - red,Size:Small,109f
06E32A431B34C8F3D5E5761811A425D6610B610F4D8A0400B84E426FF540F4F0,2025-08-29 15:35:22.187,PIM_PRODUCTS,E87AEA26D1833214981A9E2DD3B5E26CA4044ACD75B071E3EBC09EF236A517E6,DRW99,DRW99 - Westernwear-Women,womens round neck floral print top - grey,Size:X-Small,109f
5FAA4759FFD746C271668BE76A49606B3B279108F96D27690EAD6D81F91DD578,2025-08-29 15:35:22.187,PIM_PRODUCTS,E18268A068A660ADE9B12AF7DC2B033824201B7B0B50EE2E3310665E1ED098C3,DRW109,DRW109 - Westernwear-Women,checks rayon mandarin womens top - black,"Size:X-Large,XX-Large",109f
55371B50310D764806AF269479AFE706B5BF9B2F9DC1C00C2B5785E7D9F29B0F,2025-08-29 15:35:22.187,PIM_PRODUCTS,1DBE09C080F7472BD8C5888DEA8CEFF32C7483B61129631175099047AC1A1820,AARKE6,AARKE6 - Indianwear-Women,printed polyester blend round neck womens short top - ecru,"Size:Large,Medium,Small",aarke
DD3EB1539D818254E3EA81CAD59C13558B21CBA3663DCD427166E8796D8AD3E4,2025-08-29 15:35:22.187,PIM_PRODUCTS,608DBD973846E229A8C2F827781A8DE4B7E45F68965B19DEADF0C2AE41721271,AARKE12,AARKE12 - Indianwear-Women,printed cotton blend round neck womens ethnic set - ecru,"Size:Large,Medium,Small,X-Small",aarke
98509B7AD1D3C306868773A1E1C55DB9EB524EC76F0457212109387EA8EA5643,2025-08-29 15:35:22.187,PIM_PRODUCTS,9EB76E84B46EFFAD07E514A5AA0C20C118B8417D6519BC30D9D864A8E8D640A8,ADIDAS15,ADIDAS15 - Westernwear-Women,solid polyester polo collar womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
4645680BFD2534F7B9EA5C51596A9DF04B41763DB46FE8D5DE23F0EEDDF54D18,2025-08-29 15:35:22.187,PIM_PRODUCTS,B8F26B0F3C7D0344E1B52CC6A13368B8039725872341E47BA3FBD839FC2477CB,ADIDAS16,ADIDAS16 - Westernwear-Women,regular fit cotton womens active wear tights - black,"Size:Small,X-Small",adidas
FA09FF53DAB81889DBD6B608BFA7B74D06EE1D40FE484FBB71BDB56E0BD84031,2025-08-29 15:35:22.187,PIM_PRODUCTS,915DF13F22927D576167D937B700A7A5463910E6EF8CFEC0A774028E50BD9CD6,ADIDAS26,ADIDAS26 - Westernwear-Women,printed polyester crew neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",adidas
3AF5F5B6F4E2C888DB37A730838684037E3CA7B52494475963C9A4286008E746,2025-08-29 15:35:22.187,PIM_PRODUCTS,4F5943B19821485FE7ECC1269BFFDC361F505D6D0D348871F92C218BF169AD13,ADIDAS27,ADIDAS27 - Westernwear-Women,striped slim fit polyester womens shorts - grey,Size:X-Large,adidas
A18BB41088E03136E2B27058D59A758CD1F7AA5146C2E1694E81AEBA347E04D6,2025-08-29 15:35:22.187,PIM_PRODUCTS,A47E81488D31979097E759137113EB0E64AFEE3D35F644AF22759A7DAB037037,ADIDAS44,ADIDAS44 - Westernwear-Women,printed regular polyester womens sports wear pants - legend blue,"Size:36,40,44",adidas
3E3DE8E3AC2DEE20753B15A6DA47F8049B955739F8BA4BD216D8D46E23958E11,2025-08-29 15:35:22.187,PIM_PRODUCTS,B26D12E8C10134640C9D545E0D461486795AC49867896A2C12842A55FA893DB3,ADIDAS48,ADIDAS48 - Westernwear-Women,solid polyester crew neck womens t-shirt - burgundy,"Size:Large,Medium,Small,X-Large,X-Small",adidas
96CBADB710450AACEB9CA2736421CF0ECA8911DB6F07526418C28A541A2F3242,2025-08-29 15:35:22.187,PIM_PRODUCTS,A3F7684EAEBC98DF7F580662871A6E32648AC8EFBD34AFA2260F8D2A55E3417B,ADIDAS65,ADIDAS65 - Westernwear-Women,striped cotton round neck womens t-shirt - white,"Size:92,98,104,110,116,122,128,134",adidas
244D72B05B73A44A59437F625109305E160FC1C23DF11ED934B65677D7F41C41,2025-08-29 15:35:22.187,PIM_PRODUCTS,3A0E7929692EED1FAE3BBC06406E0AC03B0AF02064C535A0D3A7D7C3030FE62E,ADIDAS88,ADIDAS88 - Westernwear-Women,cotton round neck womens t-shirt - pink,"Size:110,116,128,140,SIZE_152,SIZE_164,SIZE_170",adidas
17445BFE5A4FF0E45BE723AE5BF4B8ACD554D9079DF65E126F5BB1BEC3B88CC6,2025-08-29 15:35:22.187,PIM_PRODUCTS,4D62643E5B0FA5D5C85F816F9D6D39B81DD0C5B92BAB3DE996E0DE7418797DCF,ADIDAS96,ADIDAS96 - Westernwear-Women,printed polyester crew neck womens t-shirt - red,"Size:110,116,128,140",adidas
E9C26ABD4CE8F31D60FA02D6D6616B9AAF32138927EACA7FCF7D95E0449BBA79,2025-08-29 15:35:22.187,PIM_PRODUCTS,989077B812F9984F6BB2F8EBF17E58AC16B8B12A2D2589FDA861F2F28BB4FCD1,ADIDAS111,ADIDAS111 - Westernwear-Women,printed cotton round neck womens t-shirt - black,"Size:Medium,Small",adidas
DFCD584C320C2E37CB1E0E73C086528194FE3A0BE63338D9FD7C618FF9FC5456,2025-08-29 15:35:22.187,PIM_PRODUCTS,820BBAC9B8017AB59E1F3153A923C04787B02C807AD824A33B51B05B41678C82,ADIDAS113,ADIDAS113 - Westernwear-Women,solid tight fit polyester womens track pants - blue,"Size:Large,Medium,Small,X-Large,X-Small",adidas
3BA568A895D7C65590B59AB1413D51A9D1EA9AC15B3F5BF7AC93E92E5D2DEFB1,2025-08-29 15:35:22.187,PIM_PRODUCTS,7509C267BBA54583C099D984A04C476793FCEA02ECA7C6A17DBD6E986E3CD30F,ADIDAS125,ADIDAS125 - Westernwear-Women,solid tight fit polyester womens track pants - black,"Size:Large,Medium,Small,X-Large,X-Small",adidas
03EC93EFD2163F1A496CE3F6316C5F95C18E1B21DAC27B18B5294B44DA29DE29,2025-08-29 15:35:22.187,PIM_PRODUCTS,AFB9F8BE2E67CA36FD0ACF831BE903B871EA1A9E28FDCD9025FBFC6277A30AC6,ADIDAS126,ADIDAS126 - Westernwear-Women,cotton round neck womens t-shirt - white,"Size:92,98,104,110,116,122,128,134,140",adidas
A44CB13B9C87B133AB0F54012DA64112879F4EF14780E42993E41DCE1746ACDE,2025-08-29 15:35:22.187,PIM_PRODUCTS,DA35EB5D8A5711105442CFFF099A94A34E187F5F99E91A0A6D01041274ABDE84,ADIDAS140,ADIDAS140 - Westernwear-Women,solid polyester crew neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small",adidas
8F07A15CCE5C00A691AF95A01B85C3565087B654F455EF94CCFB0E503338FE86,2025-08-29 15:35:22.187,PIM_PRODUCTS,2C71CD3CF77532D619B4689E3C53B0FF4048AB3DA530A56D424962004367C81C,ADIDAS147,ADIDAS147 - Lingerie&Nightwear-Women,stripes polyester womens sports bra - burgundy,"Size:Large,Medium,Small,X-Large",adidas
A7C9F3F2DE288E9F96922035D7670B70077E5473CBB50654CE26812F9EB02797,2025-08-29 15:35:22.187,PIM_PRODUCTS,DCA374D136076F3493292ADFE84692F008B602C3CD1B5C1C15EE6C2A2CB8E459,ADIDAS152,ADIDAS152 - Lingerie&Nightwear-Women,solid polyester regular fit womens sports bra - pink,"Size:Large,Medium,Small,X-Large,X-Small",adidas
FFFA8742CC7DD649DF1CFA1A14B41F275119DABB25076083DB74A65147E609B5,2025-08-29 15:35:22.187,PIM_PRODUCTS,8263EAED8F626561CD5E4D72C992FF868C897B8AFA419EC937268C578C3E59A8,ADIDAS153,ADIDAS153 - Lingerie&Nightwear-Women,stripes polyester fitted womens sports bra - purple,"Size:Large,Medium,Small,X-Large",adidas
CBDFAA2B98BBA093FD478A6D85D4CD10C91B1DE247FE6E2DDFA5AECA47EBC3FF,2025-08-29 15:35:22.187,PIM_PRODUCTS,8BE7683A8872CDFA1E2810A2D580D7A74DBB47EB209C395070FC56A1B7F00AB8,ADIDAS174,ADIDAS174 - Footwear-Women,synthetic lace up womens sports shoes - black,"Size:4,5,6,7",adidas
9BC26EC74DBB3E2B95556A0F1FC44352AD8F892697A72EB608D5D4AC7133B2F7,2025-08-29 15:35:22.187,PIM_PRODUCTS,A1F18EEB9BA33021DA7158D60AC99DB0BB140C8BF66ED0A02D8D7BE1628003D6,ADIDAS179,ADIDAS179 - Footwear-Women,synthetic lace up womens sports shoes - white,"Size:6,7",adidas
D90C99F426C8D23E0A2711E91BDDEC94E77ACA0A9BE338D14235CC917F315757,2025-08-29 15:35:22.187,PIM_PRODUCTS,9DAB89A8A3C238FA3CBE4388A311F61366BD05056C383CF18982F2796B4B454F,ADIDAS210,ADIDAS210 - Footwear-Women,mesh slip on womens sports shoes - black,"Size:4,5,6",adidas
6C5BE18A266A8591C18F4DD456FFB59D23613C5D5678E6610116B0F1BA5D61D9,2025-08-29 15:35:22.187,PIM_PRODUCTS,79EAFA3A9AF1D43B4B6E30F556A0D0F3D2D09F031CE3589B3937CD75CCD69400,ADIDAS222,ADIDAS222 - Footwear-Women,fabric lace up womens sports shoes - indigo,"Size:4,5,6,7",adidas
EDD583AF840E0C7BA2F97F7B7C4B556C6C2154202B96ADADF54C2462A9B5ED7B,2025-08-29 15:35:22.187,PIM_PRODUCTS,E57C2D628AD6A4E47E6264C151902D2BC82EAECDBF5026C46CB0EC8CE7F475C0,ADIDAS228,ADIDAS228 - Footwear-Women,mesh lace up womens sports shoes - black,"Size:4,5,6,7",adidas
8A9E361CD4C3B0C88AE080CFAF475ED829E9F0775DD7B5EB557DE52B575D4784,2025-08-29 15:35:22.187,PIM_PRODUCTS,3C1B68CF4F35FD7C94904167B4EBB7B54396B2ACFB1482AA12B86A798C34EC57,AIGNER1,AIGNER1 - Fragrance-Women,debut by night eau de perfume for women - 100ml,Nan,aigner
5F7AEB51CD60E5220D83F78FC527CE7C256F14D822F2275D625EF4D0B89EFCDD,2025-08-29 15:35:22.187,PIM_PRODUCTS,21C3DEDE52007755804F11FADB0289E95E633E5EB8FA34F8E042BA68A6490B8A,AJMAL3,AJMAL3 - Fragrance-Women,womens gianna eau de perfum 100 ml,Nan,ajmal
9F928475C53ACDCAD37C1D5488EDB669C39C55967A7D0E88111AD710777D4A39,2025-08-29 15:35:22.187,PIM_PRODUCTS,972ACEEE2679D7BC573AC2A826234FD2F5638BDA789B6EF0D2733A0BB54C9C0F,AJMAL31,AJMAL31 - Fragrance-Women,womens bombay dreams edp floral perfume - 100 ml,Nan,ajmal
725A39E99F52F4B0589C6444B05FB5207C5D490BB61AC47E62CF4DAC5EDB719F,2025-08-29 15:35:22.187,PIM_PRODUCTS,850ACA1355A4EEFD7C9453E65C3334C369375B531984CB534D50210C2ED86DC2,ALCIS4,ALCIS4 - Westernwear-Women,womens solid t-shirt - black,"Size:Medium,Small,X-Large",alcis
5944B25BCA00A7848496A9390C4B27BAB8985D1B4B5CD5EDC7E81BCE6A16A2EB,2025-08-29 15:35:22.187,PIM_PRODUCTS,692ADEF84A7FEF72FC141738A19FEE39DC7BDB2C1A80C533F53CA87182C6B93B,ALCIS8,ALCIS8 - Westernwear-Women,womens slim fit solid t-shirt - royal blue,"Size:Large,Medium,Small,X-Large",alcis
88D640674D7385CECB8010F0A25F57E7F4C8A59AA5070CD9C9B54B7089D8FB29,2025-08-29 15:35:22.187,PIM_PRODUCTS,A973CF9BF7DE521B86DCF13F04A10726736663CC6CFA81B0A1940F0F00EBC40F,ALCIS13,ALCIS13 - Westernwear-Women,womens slim fit textured t-shirt - olive,Size:Medium,alcis
FAE07631390FC03E335D4A7D42A9F00EF43B76B7AE3EF2A9C59251C6C74A20C4,2025-08-29 15:35:22.187,PIM_PRODUCTS,1833473C3182CC25B7E2B660E2FEF69C86EF565AE8A4C4651C48B1ABAE19A98E,ALLEN SOLLY14,ALLEN SOLLY14 - Westernwear-Women,solid polyester cotton round neck womens formal blazer - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
7AC8AB747248F9DE97EAEA0D74A4546E6CF0813FD50A03FEA0529331D4BDF4F0,2025-08-29 15:35:22.187,PIM_PRODUCTS,695F947936557D2D84008B2042E1EF660763A64BC0EC9ACEC536B027ED63CFD5,ALLEN SOLLY21,ALLEN SOLLY21 - Westernwear-Women,solid polyester cotton mandarin womens formal wear shirt - yellow,"Size:Medium,Small",allen solly
3A25D50907DC5842331732812A6E233A6D37B9D77F9054E49C6F9378A6D8BBD7,2025-08-29 15:35:22.187,PIM_PRODUCTS,E62029E7F025CFBE513889DFF97A34C8337AA46FEDD87FA4698CA9267607F4F2,ALLEN SOLLY25,ALLEN SOLLY25 - Westernwear-Women,solid v-neck polyester womens fit and flare dress - grey,"Size:Large,Medium,Small,X-Large,XX-Large",allen solly
186D36D32AEF87D4963B290F8D1506849AB09CA8D0CB2187A151C9FD9A809345,2025-08-29 15:35:22.187,PIM_PRODUCTS,1559FBF5A8E88A391AF1276D730F23E707DC1655278CCE367E37C08B49AC04BF,ALLEN SOLLY33,ALLEN SOLLY33 - Westernwear-Women,solid round neck viscose womens fit and flare knit dress - pink,"Size:Large,Medium",allen solly
B022480B8D846DF18076594C28EB691D59A497901E190ADF4167F2AD4FB9A15C,2025-08-29 15:35:22.187,PIM_PRODUCTS,8EFA74ADBAB83B58FCEFAFB38E7EB897C7EBAA11C5DEB603AD620420171259C2,ALLEN SOLLY55,ALLEN SOLLY55 - Westernwear-Women,solid cotton regular neck womens casual shirt - off white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
A24F32B1C322490E5F9FBB73716E571C3A8F9D2174D413868C0782838158AF87,2025-08-29 15:35:22.187,PIM_PRODUCTS,E83CF3B0D7F2B6BD3A4CD07B7AE0341EDDAA00CCB771063BC7B490E5D1BF6400,ALLEN SOLLY58,ALLEN SOLLY58 - Westernwear-Women,womens solid formal trousers - black,"Size:26,28,30,32",allen solly
64B2C97F75A0133C3E92FA242E2076B0C7FC9A0FC85A16E215CF3906FF6D041E,2025-08-29 15:35:22.187,PIM_PRODUCTS,F69A9FA675D49B9A8521594175A0147A370A5D8FD63E17EE3AD536D59758D3C1,ALLEN SOLLY60,ALLEN SOLLY60 - Westernwear-Women,solid polyester regular fit womens trousers - olive,"Size:28,30,32,34",allen solly
8D036FC8E583AFD350C131B702068B1D269C582305A7BB9E04EC200AA32B3960,2025-08-29 15:35:22.187,PIM_PRODUCTS,FF751379BE67F82C6890551F154CDAB2728C0F470FF731A261C5EC740DF1F329,ALLEN SOLLY62,ALLEN SOLLY62 - Westernwear-Women,solid polyester regular fit womens blazer - black,"Size:Large,Medium,Small,X-Large",allen solly
29B166F49C4EDF3BB21CB924922ADD2129A058854422D39AA739B1F96370441E,2025-08-29 15:35:22.187,PIM_PRODUCTS,3FD8AD38F059701D42619DCA586E3A4DD09C039870F7A38512D264AD081BBA11,ALLEN SOLLY82,ALLEN SOLLY82 - Westernwear-Women,solid polyester regular neck womens dress - grey,"Size:Large,Medium,Small,X-Large,X-Small",allen solly
E6B8D714B38D06920EE70ADF38D07458CCFC0733392D8F82DB8CD75139891DAA,2025-08-29 15:35:22.187,PIM_PRODUCTS,9F196D1918D95C567CB259E7EE640E83D9D9BD0FF0EF886166282FF9CFAC36CD,ALLEN SOLLY85,ALLEN SOLLY85 - Westernwear-Women,solid polyester v-neck womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
7FC71B3EEC514CCCD7DC79EF30B37B6AE28FDE22C75401F78525158C57C94947,2025-08-29 15:35:22.187,PIM_PRODUCTS,5E5D59DF976D7123D0BAC1A9F3F9AA412AAA541CA2739EA99F86A955170A3485,ALLEN SOLLY101,ALLEN SOLLY101 - Westernwear-Women,printed polyester round neck womens top - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
CCB2DFF208186D4B1C8B2D219340AA0C43CABED947CA1121C62A90E5895EA280,2025-08-29 15:35:22.187,PIM_PRODUCTS,F23186817027BA105EC987BD1761CDF13F8AF910BAA3DE21E6EF41CE1750636E,ALLEN SOLLY109,ALLEN SOLLY109 - Westernwear-Women,printed rayon v neck womens shirt - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
11D159ABDD6C0F7B408584342E17024DC7977DAD24326C986BA0F114B51ECE81,2025-08-29 15:35:22.187,PIM_PRODUCTS,6DAE62B8D094535B38EE106D2ABD27F6B1DDF89E374FF737E9D50CA998214D33,ALLEN SOLLY114,ALLEN SOLLY114 - Westernwear-Women,stripes polyester regular fit womens trousers - grey,"Size:26,28,30,32,34,36",allen solly
9C006DFEE73C40852FF5B432ABA354273E38E4707AA005E937A2AA7752B5856B,2025-08-29 15:35:22.187,PIM_PRODUCTS,F0522A18186DCB4803D32BFF419CD29B073F8E57C61F41F43924159FC99FED94,ALLEN SOLLY161,ALLEN SOLLY161 - Westernwear-Women,solid polyester v-neck womens top - green,"Size:Large,Medium,X-Large",allen solly
445D8C93ABE1DB0849CF1F103AF9A241FE232DD7C1F752C4A10A7DB66B80F496,2025-08-29 15:35:22.187,PIM_PRODUCTS,1378AB7BE37C35BA6E812734E53C15FEF357588B8483DC3981225AF5EAA17325,ALLEN SOLLY184,ALLEN SOLLY184 - Westernwear-Women,solid cotton womens protection mask - green,Nan,allen solly
FC64778B6AB214EE67009E9EC2860B11E05AFCB95632E13EFAFB7CBAEBF344A6,2025-08-29 15:35:22.187,PIM_PRODUCTS,92B5E0387CA3A5AC0EDA5B4E6C9091ED30909C482C3B09105F42EC063022646F,ALLEN SOLLY234,ALLEN SOLLY234 - Westernwear-Women,solid viscose round neck womens top - peach,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
2A9BC869BA9536D910837FE5CE084B531C91FFFA59E8216ECE987609CA8BC220,2025-08-29 15:35:22.187,PIM_PRODUCTS,9FE39C08D65D7D797BC4E87EAC730E85FFEB470B6A2DCB6909062997127C7D95,ALLEN SOLLY TRIBE4,ALLEN SOLLY TRIBE4 - Westernwear-Women,regular fit regular length cotton womens leggings - ltgrey,"Size:28,30,32,34",allen solly tribe
85E0E1467F74F7D92D375BB010145F95CE2E20AE399D870794393CB7E37313CF,2025-08-29 15:35:22.187,PIM_PRODUCTS,0514A18B1751EC0AD276515E725D9816EE435EFAB138B674FF3CFC6AAE88E05B,ALTLIFE27,ALTLIFE27 - Westernwear-Women,printed polyester blend regular neck womens t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",altlife
CC85D7E468A2AFBDEC1864F5C3B362044801DCA2AE64B60B0A0B2419AC65E390,2025-08-29 15:35:22.187,PIM_PRODUCTS,11196F60EA71D0686709C2B5D324CC7BA90E19481A4D1B289D833E1E6F76075F,ALTLIFE34,ALTLIFE34 - Westernwear-Women,printed cotton round neck womens active wear t-shirt - anthra,"Size:Large,Medium,Small,X-Large,X-Small",altlife
5D0C95DB0676D8FEBBDD404CC8A78DB16B60A07B18B3D313EE1764050EDA2475,2025-08-29 15:35:22.187,PIM_PRODUCTS,38BF695C43DB6699AE2787585183354FA41A2A24D0D34C1A4CDE096875FF28FF,AJMAL4,AJMAL4 - Fragrance-Women,mens blu classic pour homme deodorant 200 ml,Nan,ajmal
69C5D29BA2B0547D0D9CFF888076828A95D17EA19160F0C411BE35831D48CDF1,2025-08-29 15:35:22.187,PIM_PRODUCTS,27D9E15F016435745799942801961C0E97CCD40A98AAFEDC541141DC2EAEFCB2,AJMAL14,AJMAL14 - Fragrance-Women,womens wisal classic parfum deodorant 200 ml,Nan,ajmal
45B485E03F0E6F925E2BF7C159061A9F53378B17CB808AB68353F295D92685D2,2025-08-29 15:35:22.187,PIM_PRODUCTS,AEE610C495AF955ED9E0EF0C49B32DA34C9E98FA80EC71A91F4592C729A39DAB,ALLEN SOLLY19,ALLEN SOLLY19 - Westernwear-Women,solid polyester v neck womens top - rust,"Size:Large,Medium,Small,X-Large",allen solly
8DBEA36910ECD92E897CB1D7D3B7F8315856254045C5F186A571647732759BE9,2025-08-29 15:35:22.187,PIM_PRODUCTS,70188859D174DD781B4DFED764974BF60BAEAA2AE834FE68DEA20F406828DABA,ALLEN SOLLY28,ALLEN SOLLY28 - Westernwear-Women,printed polyester v-neck womens top - red,"Size:Large,Medium,Small,X-Small,XX-Large",allen solly
377A281A3E15724AA2A9B92BE8416A741D83787A9079DBCEAD946FE9EC823C4E,2025-08-29 15:35:22.187,PIM_PRODUCTS,4FA7382E2A79AF1A2AC2407E3BEB16CB12C737E4E689D1177305367708635526,ALLEN SOLLY34,ALLEN SOLLY34 - Westernwear-Women,checks polyester regular fit womens blazer - navy,"Size:Large,Medium,Small,X-Large",allen solly
786712D8679F298A071A22C08A9266BC1CB2E29066970EABE4216DA9900E7CE9,2025-08-29 15:35:22.187,PIM_PRODUCTS,E388CDAC9C9B171EC6D5F90C8CE89C2D4F5C801E168D807292F5377004C8A764,ALLEN SOLLY38,ALLEN SOLLY38 - Westernwear-Women,textured polyester regular neck womens blazer - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",allen solly
