PRODUCT_CATEGORY_HK,PRODUCT_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,CATEGORY_NAME
C63A820F29EBEAAC8B8B7908B9330B7717D1E23AAD4DAF098C157DFFBE0C8ECF,698744669B9F331EEFBC01D78342E3182494F5F014C8F09104B90231F646B16E,2025-08-29 15:35:22.388,PIM_PRODUCTS,Indianwear-Women
EB6F8A5F878A4ADD4BE629D35357341BA34DFF67DE1F27CC5389C94814BAAAD1,28C1EFE7963AB7057C8319FA78C4D58247F768909341BA7922A7BEFE5A119ACE,2025-08-29 15:35:22.388,PIM_PRODUCTS,Indianwear-Women
87EB5A4E62E7DB0079E4C5B5D491A0E820D2B22C81BDA3A26403559662651D95,3B4C0F7D7C4D92A81B76C28073A6B2E4B646F460D824541A738C0AD987A5A7B6,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
041A56D781D9FDFB074DF14FA348FDDB7DF8381CE338DB1E729B266776629DB8,724AA9254E6CC881A1D926BA69F7F80D81D90F29543C3804D8FC53307B308858,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
CEFEF3F3FD005554150FF372678FB61F4F512C6B3DD526781FD40FDC318A29D3,97AD12361DDE91506B6DB3A6EA2ABA515696CEE88D0FAD5312B2478DE888CF33,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
B573E184981E42C301EFEA3B7688A5CBD48063376D7284447AB55214D0845036,0DA9CD768EA111F5A8A5A6A689D0C9947C3E978AF315868E95BEAC1ECD484E78,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
694C21AEC8408FD5B072DF212CB661F721DC263D50037A6394D20F77B5B19AA6,EE74836D2872150ECD5B89B1404FF3E1DBF2739942B93FD368F9664046412392,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
4D4BE0BDC49704ADEB717AA49B9A3E05C1F30A8CE427032836266AAD79CDE8DF,906D0917EEAF2C16386D75DDCD7BFC38B054998BE42250589359236B75ED0509,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
D271633EE2D7D1EEC50C3064F8E39E7B038356263E62D3C9C55EA728BBA4C541,E5A319F9C5613EAF7730C1F1A26F09A9AE30C1B94CDAA45C79196EF4B8CFB398,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
0E6C2178803CE451C87C63C4D8409FD3F2356426EB081A37A793D4353571D6C9,617151724523612DB0E7AB14A01810BD0C9A8A92A81225A51928E71FBD23EA31,2025-08-29 15:35:22.388,PIM_PRODUCTS,Fragrance-Women
3B392B111CFEC4211ADE5807A58D28FE99E043B8F5217A189BB202A29355ADC6,17045E625AAA2DDDC6DD62B150F6101300A981820B8B45A19BE643542465B52B,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
A394AA5BCB053812FF578BAD53D534075C07C26FC0909FDAF7C2A42E8E23C711,17445BFE5A4FF0E45BE723AE5BF4B8ACD554D9079DF65E126F5BB1BEC3B88CC6,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
7220CEFF34DA35F96C307166A56D0EF4974C4CC01A87818411CA3B6A77B95EB6,FA58BF3DBC6F0EA538951759F65D9B3E22A9741047A7A890335719FBA3422A9E,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
E64D348C2AE77479C1ED42BC1355F52714A4E6E9797DF39556FD55FCAC4FBADC,6956367F0FC72152549383BABEB0F4EFDE15A3CFCB93B83AA0715F47D48516CD,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
9F13A0706207D65A4B57566570C0BEB0792766CD30C02BD3DEAEB19528622976,072269D7C5FEC03B44258CFECE1AA020411D0FC23A8AFDE375608257ACE3CC01,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
0C921A148A11453BDBBE69822B7B90AE7D4D1B137AFC69A0A6753DCBF8ED5225,8037EC6879D70B38A69C9820B0216C4E1496A957DB1AA6F55DB52AA9CBAD0B2D,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
C99127FE7302218B6011294FD5272924BA31E895FD99007A199EF9C7716D8D65,17A11074EAEC109A4A08FCB5310D28E9ACD7EA93111E29C52B18E278E78E1D24,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
9D2D675775205220FE3EDF7058A51D9A755F7F8DE2E9DC3646C98DC471DAF442,2C2CC659CBB49C5DB5D75771567CBD699BDD69483C04A77A93DD8991D31B4B99,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
DEB34E2600FE58532E4D0CC8B07B6B1D0453A7CD39FF000B250E2A56A98E15C3,78102C67130B7053BF97883781A41E01A85118F59EA18AD2281903110BB0065A,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
C99F479D17CA344BBB5A24CC5A1B6F0D2490E047E27291572725BDDFD79DE175,6E5EBE66F82470D036A367BFEAD9738D92AAD7DE76A85D03260CCFEFDA506201,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
6DB93346D5390F7DE48036EF0DDFFDBD1E37710E87C9258DC4FC6F7F750340FB,A60C96432F704FB292EFF11F5A6AD71A43B44CAE8202D9D013FBF222B78885D1,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
B7C82A3183CF98C939282F4629AE5015694CA5A9746CDB3A4BC23A5A13D01B49,61802D9075CA8A17489EAD80C8E48CBA1EAE4D3ED8B1FAFCCED62A23C6AAFC9D,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
FA97114CF75F7E37FD3A57A0DC4D6DBA7B55F11D125AE056E589827A3EEA7962,B9926FD11FF5256EAFF914148A6839F057F51D624F7C1A9C359517838476CFE0,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
47D1DB48DF519A529359352FAC973325DCA23EE2BFFFA44E86159B46C9E533E3,51A7E028F8BD238E89DAD2AFF55391E14D29E7B1ED975467511E18B8DBE640AB,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
261F18DE865C3393362B99E731B7518404343979371406FD458BC8319327C096,B5C86E59CFFC39535AFFA0C1816509EF672CC39A55220381BD674BE9977E914E,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
AEADB2668196F2B5FE8BC8B5F211DF27EB5DD92B1CDED42AF961C5058662AA36,8A9E361CD4C3B0C88AE080CFAF475ED829E9F0775DD7B5EB557DE52B575D4784,2025-08-29 15:35:22.388,PIM_PRODUCTS,Fragrance-Women
5882697D24AC905B2CDAB08C9C95F9EAAE8FE149692783FB2C16EA128F6855E1,3748DB6D9AED1B5D08356C02FBAFEF16CC97B88D91D018F0FDA338CA1C6A8132,2025-08-29 15:35:22.388,PIM_PRODUCTS,Fragrance-Women
C20372381A6E374550EE46AEA8896FA07427DDD8B5236237C965C057E2CC2525,247EB61460E299B836DAB0D6BC23686C94DF269DB69FDC0891EFE95E75A82EC5,2025-08-29 15:35:22.388,PIM_PRODUCTS,Fragrance-Women
99328D97428D12DC1103FAEFA6DA0D7968486A279C2027D292E21F71AD3E51DB,24FA6DA7C8E4A375C8A6B974F20D9CD8FB2C3F17D7D70782B7C85C664492A98B,2025-08-29 15:35:22.388,PIM_PRODUCTS,Fragrance-Women
D89F26A34E370B90EC2701314518B1023E339CD595FE2D0DD1C23353748BD745,805D40F294A03C877E7F8DAC4B518BA2D3553ADE489D6D4CACB06E70CB951D2C,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
EB5F31395B7DD8D8D4E3FED22CFEB38546DD420B2BBCEF4B801AEE1E7940FE92,45B485E03F0E6F925E2BF7C159061A9F53378B17CB808AB68353F295D92685D2,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
99B4DDE559E956178CF0D76BE75FF8F0A2689A30CBC344250EFD301371F88971,7AC8AB747248F9DE97EAEA0D74A4546E6CF0813FD50A03FEA0529331D4BDF4F0,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
7D135D34778C20324CDEA9D40476A5B6ED5466847BFB0822C3748F0C30E62599,C5F01FB52CE5060E8976A4C0B98DCF57FF37DBEB2ECDAF0E2CF1E8FD0C872617,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
1208F3E48A7AE59C9B670299E90B16C4CB9075A6143387A74EB0A7845661075A,ADD9F9AC4C8C1B732C90C3698056E56F4941CB757BEECE9EDF91BCFD414993CD,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
E93907BB6F51A54B0C4733907908D7F4733A71ECE638D7A94704C136F218AB6D,D883480DFA6DD69A68E1ABF3A46D9E2C8C25F4C77A7FDF9D9BAB18707583A8AA,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
182D07FE57275A6E5B481E5A0C072AD5C82572ECC3437F25DBA5366E157A524D,81BE709BE4B5A4FF1FBD45A57307701877DA3B1A98235E10D4A7603043BC28BA,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
0E8CD1C764ABA02D8BB8B5C89FDA7528DD47FD6147DBAFC4D2207916D7128382,10D7923E9FE28E1C5EE747FD389096CEE36CA45C21EADEC933E6121A277B7B25,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
A4E2F4DA09E3E5C13A51BE6E49F1A729A60922C9FB5B1C537804E4843BA63B7A,DB80CE7B63645DD01B59590C40D4DC55A5217C3A71F1020E637299A8E1FE32D9,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
B0E08C61F0BA1F2C633432B1D3BCC59F68F7C169A632439ED74543F35F6A9B90,1BDC736C7034772A05EE398CA34798C73350C624656E04B66583B27F118B0F2B,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
366743909C16C7849FB87DC052B78C520F4D6D8387DF0A321A39B2630FB6AC60,A5A5B6F74358B4D7F15A7A9F524944F1155E828367B39AE9B4AE8F2636AE8579,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
7835B3FF9C8B113FAA019C45C6994152924B95C95A8D987A62C5ECB8ADEA92E0,3B65178FFF900D0CED3E598214AAE25FFFA84A6DB4CFD78269D5971F992D5A3C,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
F378BA61B3F7A2D5527E752820FA9067ECD5BB17BA64986D16168D797F39ACDC,A8D54E8E1F32128AA332225875F8819FEC435DD1B6A3043F616E79D0A02F8C19,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
27E18046F6E2538A9C346C86A92D1CB8EC252FA21BDAD24B2B26B7509136E829,AF371D91E093C1365EDA514A21AB6BE8EF819D32387CFEAC454C5065B095D9D6,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
B1833AA799A936451018AE68E46404B29E8B1A18FFC6D37D9D38DEE4CB261B14,F05537AC1279D287BE2DC5F9032D8BEC00E0BE3A260440675DF5B41F22D225D3,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
BB6045FC7AAD5244D0CD4EA0448EFE852E730F809F39C819CC717866EB0EE68D,D0D5B7EC84F07692AD564B0BF9F85000F92EE918D873C1736CC9A396CFBCD882,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
6FA5F2FA07559864658F213FD90B904F3249A1DD57863168EB93BF91B01BB488,36B565D365D477BD8C25180A10C8F51F4986C9A5978D2028E4B4D91E0CE43DF4,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
9BAB5F76C839DC1A400E6AE1320C16C87C6F09A3185BD91C4731DFDCB1A5C76D,AAD81963D9AF3303DC990C831973083B35677FAA82990B247F649F07713AF324,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
3DB3CC98D49C7878323F73902E2C6063CC4E88016895EA0E3C94353429D7AAE0,C631747A908E4AB99B5799E4BCD6DEDEF646EF39655CA30E0CA389FBF7BECF8C,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
A99E8C1745871F7E6DF777F4330DA749C645FC3D4661399FA7CC3DF06B662F6C,8E153A1A4D48037017C3FDFB93A3B68CA0569C25EB4367E28AF0CE6426F48D6C,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
E405240094CCA56E786F9E60AA4784FFBE7283B62C8FAC71BDC93322ADD2ACD0,43ABAAC7C0AC574C9A52E1F70381D2967C8FDB4EBF093F1FDE32C7D46F7779C3,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
ECD3E09166D524629A1A3F6131CE36029A1305D01EE522E8E9DE1535610BFD3C,AD459BBACF1542A3512C939001F4F48E5D90762AC0D6C75A6453C38A02CFFEF3,2025-08-29 15:35:22.388,PIM_PRODUCTS,Footwear-Women
06E5E8C56DD95342A28A74C060379AAA511938C590F00DCEF49A44C858200326,FDFE95EE8C7A0F7993296C2D56118BE63218CDD25A113C2F38C0E570F6E26495,2025-08-29 15:35:22.388,PIM_PRODUCTS,Fragrance-Women
4E957C606AF2C5723DB9588588EACC85E1AAAA2E46BEB73CEAA3E1810F8EF9BE,92994D36F5B4BE8CC166B1B983B5DA4E9A80D4D65465513B8267B3CB3C6332A3,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
C4607271F01FEB016A6B41175AB9FDE95CFC2D5EE16848979043BFB293C0C68A,44AC53B671B024AFD36BB065071DBBB89F40B5FCA4D74CA3A110E67DB78C5F9A,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
B099DF01ADDDA99DE4299C49F07A3F0BEA604FFDB2B9189B38BF0848DCBC10B5,404654594DC90CA9C2D0EFF98DDC654B11988BEE94D203076E539B1B9D9C9F37,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
5CF35C6AF9833F904C850F9BD8FF0EF2BAA5AC5E27F6F88CF12A9101F8AF4A48,DF9354FC9E986960831A25838155B1D282048EC6DCA8B96ACD12632C215E8603,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
ED964979C8DA14971C9F7E8185D2611849EAB618A43FD25C1ADBBBD17D4AB9DA,D1143E7CAA388423CC6FD6F1FDC7EDA91290791336E6AEEBA4A0D8F956BD58F8,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
B7FF1FCA859711061D4B9A6E31591ECC3856A8FBEF2E0996FF50026DB87B1DB2,93930153A48C8DB6925193F8ACE6C71E6AE2F57602263048961294CC3E7D3445,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
2CEE1DD516E5A49658A9E4423375C8A4FA58E12359B3AFD94985B490B74178AC,2ECF511252FB1C2CE022F4781B81CAAA6012746E786D817F55B21B297A4D2602,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
EBC3CE00412880A2DEF46AF34AE7844F86463D7374F4E262AD94D9B05CDE06FC,E72898E6C61DEFEFE5F97190526BDECFA8DCA38B82B2B5722CDD7CA98423129E,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
7EFDFA9D8D6C1CFC039F58C6022A1B72077F81392A2FBEC732C5339836DD4673,AEE50A22E5EB893BFFF221611559EFD325676672FC47CCBCC336B83E98E44AE0,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
1AD1261F61973FF79308D1A4160F4C72A734B1DB4160082151120292DCDD5C8E,47C17BD6EA268C00944E5F02D866724A7F631A18DE1B6C4BB209126FBE76B46D,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
DF59A037B9AD4A6236372A4EDF8E8204514C973FFEDA4B5FE341EAF4D602F26F,804368DA1E483600EEAF4BF9E8AC3022302C1B6D4463A83138A9EA51CC86D8A3,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
EAA82B18318D3665256D999A72BA1735D8F7C3AEA53268007223DC28131FA210,B8CFE5D647AF2952E5357688481270E257A3CF1DA5B8327B741DF4066B92A514,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
F6FAABFC0BF3B78D95177B326B6A57D1BB2EE5862852D8F1829E65B1569B7E58,98C7063621217C9408E1C9ABEBEA910CFB09C7D258D46F0353874B4C0484DA89,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
F0AF6C46CF0E6CE6BBBD343A8CC4435444D8F94B9604D17812D99ADD4BCFDC24,FC64778B6AB214EE67009E9EC2860B11E05AFCB95632E13EFAFB7CBAEBF344A6,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
01212252FC46916737271EB213BAAA41E362F885F9905C59F69D2DEEFE730641,E9EF40FB69E9D37CDD3A9AAB5686112A6FCC06CDD219E04AE80BC287C38B6C52,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
54EE837C5EF5B153913AE69AC47C64F2FA8DF0A762D209B28DB28697BD7C4E68,A1813CBE277B8EC76B73D6D2258A31E54C77BB01D26A0CAA8ED8F0BF08F01DC1,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
B85866CFE7665A7C0418970FF2179690A44F0EECAEEEDA7A660158C8523D95BC,37241A292D5F104FAE8CD88BF77134621926C610DFCF97434B7B74540D4A12C6,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
70E7E6AE54416A8EF12638036A0F833E49DCD8019CC14C5A6431D28C3D79FF15,FD7F72D57045922F13652BF6CAAA0AE777433237A936C243E0F4146C17C01516,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
9FD07616E7DA1DC67D1D512517BEB0EE2D5CF4D086930A0E3FAA578EB9BA7BF8,424272B03EF5EB19DB35C7E9C3172EC5E6291597C39560FF0B749C7A4BD0A3CB,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
14569B1CE719FB65D12559AF7020625CC54B9EDD2B59D234FB6D397336912BCA,7C10497C4C02DD1B021EEC8334F4844FB4D7C9524AEB2FE93D9F3629A71C193D,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
227B6D918809720C91E277320651CE9350BB031838B71A5F40A3253846A4A83D,A6C15B55783A205542A64FD092AE3A60FD04E352EF6FD66D75366BFE2C378B43,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
32AC055B16C8BAA4074E163C7890A3F4A96A0CB5284318AF135F270272400DC9,03410C05ADBE97E4CAFBD0059490A732F1EACBF41FE070B7DD38A02BB047A160,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
26628B6ADF63BE26A7EABA22572B1149FC170687E566D3102C3BF2FEC160AD29,192F1342B5421C2FC5586B5546B8A361F01194F7010C036D18793B3331391C11,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
3A14ED4CF1692CB44E10FAFA220F2D422551D30A66FBC02A2E272666DC68E799,C82FDB9B0CD13D192ECFD5A9C104599C796566A1E311D6D1533CF9376A5FB8A1,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
2C1C870BBBFFD570BD06D3BDDB0238CE2D73C2E4BBD39E6F6C7983FCA66FC11D,FBC328F92768015FEDDC87646D415028490502F320321FF3E3342F80122E2916,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
D78B32DBB649086C3A1ED521D84EF14E76F8563CC71DCAB1FE94FC6FD43B4F65,E553DB1F459CA339A7BEECA82C1753D43CDBEFAA15722F6CEAB9CC9E91A1880A,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
E87FA3641050D6DAD8F6D0155EB570D7EDD34322772ECBF03B6E47376C6D5ADA,BEEB81A7FB1BA25F10BF56B77D946824ECA78C40DD32AFF87FA4E917C94802E5,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
DCC396E3181041A224BBE55818EEDFB6812537BC6219340853D860D5907E6D29,62E3ACA9D9D9A84642946593AD3C1EBDD55BDCE8E4A3656F94BE331DD34B16D4,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
A18D343091340ED15D6D7288D43310BE3BF52988618898615345E411140861CD,42E5C91E5B8D451A6AD992025A7F6C90D8C9D3BC27DAA7B1B78668955B400D29,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
00454CC3D80C969984F5B75EC6ACA30B9526B4FD91B18C3E98EC4C345780E6D4,FDE9A631E01CB727608B7F6C4C35838BFA9AB7C138A2851A7C7C42F50576BF72,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
D8C6C899ECFEE7E56F3182FDC765AD566F28080BB3ACB3486F23203E3A466BE6,5AE794A516D0044492C45ABBD3341B29937E4FD0189B7C46E78B2DFB9CCD3565,2025-08-29 15:35:22.388,PIM_PRODUCTS,Westernwear-Women
DA00F4761BC757BEC3C947F4063D30734F5FD4365C9D26D22D80E934C6549A5F,BC759A8D7978BCA729F78652FCC15BFBD20FB2501E4D3A1705372B672F59A99D,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
518957BF38B4F3D89A3193DFBFA038482FE2F564B54C96B8CD17954603A4B6BC,192F0FB52C5D51DD1791A9CCA60C674C7822C5458D0A5861A77575348A6ACF98,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
A87D8C2219D3C6872217950953CA7397EC3EF6C11D2DC5E9317755B520E600B7,500F45CC86DCC70302D2756B2C479EA9CCC46DDA83B768975CA3D2E61E8D9CAF,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
87D70CBA2C781CCBF83543B275759AA7E4C477C72E5109309E1683C2A0F6CA44,A498198FC47BF07183CCECFEE9C9C2A58AC01120EF5BD9BE2F0A0BF751305526,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
57385AB850BFF87AC2A03C9876D43A27DDA6EDFBCDB520757DA04A1AB3BBA802,CEA5918F9C9EBB3BF993D42C719FCF5B41F77024F20A9E0229EF2D2E62227C82,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
8F93ABD6E39F7AA796C6A69C73E18D9CACDD6CA0E5B593EE25C2469F6E60C3A2,ABEA933967290F6C4CEE27BDCE57FF8586951801DA121FF9DC1D2A87887F1186,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
C9A202582FF1F6128D617E4F72CCF544DC40F4BDAE75E9A385D3E21C4D3EE6CC,874F8B8287FD2A4F65FFD861A76086D54456CC93E961CA0FE18A6A6BD6F53601,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
AF9BED0612FB86F0773D2BC738A7DB7A03274CDABA8359696133397197CD78BA,D2B56F21841950315756EE466F593BAF78CAE3257084F3E4B4CA163FCD015E5E,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
2066BBC3384D2800DC776AEB7C13467E73E3DFA63E5D8D661D040C3511121923,1C7D4597AE13F3A2FCEF8520E141D4F3BCB67089FB6B8011777D434D6AE7C3F2,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
4179EF8147F0EFB3D0E9132BE150A35A28C41ED1A4AC5DFAB2922A54A25C456C,AE33882D050E5B19BE22B68ECB8CD4258BCD51F0124933D11BBE85B7B0BAA4D3,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
F67FA03D737CF270EC64A0E678888BDC0DFEE19F595297A292C225F9229493B4,CDA245DA9C90A8E1C2E1A45D31D878C6CBC625E36EC2C9436DB02A0EB1E20F81,2025-08-29 15:35:22.388,PIM_PRODUCTS,Lingerie&Nightwear-Women
