CUSTOMER_SPENDING_BUCKET_HK,CUSTOMER_HK,DV_LOAD_DATETIME,DV_RECORD_SOURCE,SPENDING_SCORE,SPENDING_BUCKET
AC6817031EF0ECB4D60DCF2E1B0ACDCC34D9ED0BA6BED67FF3504D1305A23BA9,5F9C4AB08CAC7457E9111A30E4664920607EA2C115A1433D7BE98E97E64244CA,2025-08-29 13:10:40.467,CRM_CUSTOMER,82,76-100
39297792D6047E3A20CBDE6B5E2E95B290BB381F61CD00C400E5C20B9ABAA704,670671CD97404156226E507973F2AB8330D3022CA96E0C93BDBDB320C41ADCAF,2025-08-29 13:10:40.467,CRM_CUSTOMER,32,26-50
6C520EF64D730BA8247E7B2087620E89A6E01E818D7A97A0A2CC4D6D361E4AE1,59E19706D51D39F66711C2653CD7EB1291C94D9B55EB14BDA74CE4DC636D015A,2025-08-29 13:10:40.467,CRM_CUSTOMER,61,51-75
0F5BC34AF9CC6383AE10CCE380C95E0D2C8C8809D36CE6EEA25E61824967E16E,35135AAA6CC23891B40CB3F378C53A17A1127210CE60E125CCF03EFCFDAEC458,2025-08-29 13:10:40.467,CRM_CUSTOMER,31,26-50
B9CC28A743BF3BCA8C978F26F262FE6CB490003B9C08E10468EA867B97EEBB2A,624B60C58C9D8BFB6FF1886C2FD605D2ADEB6EA4DA576068201B6C6958CE93F4,2025-08-29 13:10:40.467,CRM_CUSTOMER,87,76-100
1430287A000FBE8B24D807059BCAA2ABC12E15A3B84F07826A52DBE1944671AA,EB1E33E8A81B697B75855AF6BFCDBCBF7CBBDE9F94962CEAEC1ED8AF21F5A50F,2025-08-29 13:10:40.467,CRM_CUSTOMER,4,00-25
F4C5020751FDDAE5B41393F66A31D2C41A688446023DDA6455574364D4AEAC61,E29C9C180C6279B0B02ABD6A1801C7C04082CF486EC027AA13515E4F3884BB6B,2025-08-29 13:10:40.467,CRM_CUSTOMER,73,51-75
79A27186935B82215F43990981FF86C340A3A88834C19344261BEA99D2AA5784,C6F3AC57944A531490CD39902D0F777715FD005EFAC9A30622D5F5205E7F6894,2025-08-29 13:10:40.467,CRM_CUSTOMER,4,00-25
C24AC457048C1764507E4AE704C98E7460679D0897B56E45353F9A267B8AC2B4,86E50149658661312A9E0B35558D84F6C6D3DA797F552A9657FE0558CA40CDEF,2025-08-29 13:10:40.467,CRM_CUSTOMER,92,76-100
72A72BE55D8D1945564E9FFDC4DF72D9F61721704C7CBD736986EA7A8C4B5C87,9F14025AF0065B30E47E23EBB3B491D39AE8ED17D33739E5FF3827FFB3634953,2025-08-29 13:10:40.467,CRM_CUSTOMER,14,00-25
00FE397FDB04496F33328EADB4E62998E1F12C9226976F27C89F14E53E926A6F,76A50887D8F1C2E9301755428990AD81479EE21C25B43215CF524541E0503269,2025-08-29 13:10:40.467,CRM_CUSTOMER,81,76-100
CF8344ABB691FB818EF2F7B669CF863D4AA94AADA618E395DFE06EFDE0DAB4F1,7A61B53701BEFDAE0EEEFFAECC73F14E20B537BB0F8B91AD7C2936DC63562B25,2025-08-29 13:10:40.467,CRM_CUSTOMER,17,00-25
2CCAD4C3ED055A11FC5F5FE7D758A94B7303D85090E1EE8F72C655588C044764,AEA92132C4CBEB263E6AC2BF6C183B5D81737F179F21EFDC5863739672F0F470,2025-08-29 13:10:40.467,CRM_CUSTOMER,73,51-75
B9342CF52A59EC27BB5B617BF4261825D88CDE475B5B904AFB9652DB4FC2395F,0B918943DF0962BC7A1824C0555A389347B4FEBDC7CF9D1254406D80CE44E3F9,2025-08-29 13:10:40.467,CRM_CUSTOMER,26,26-50
F26CF004E9598F02634CFD5ADB66A951E96DC8D138918EEC61471E4FEE7241C2,D59ECED1DED07F84C145592F65BDF854358E009C5CD705F5215BF18697FED103,2025-08-29 13:10:40.467,CRM_CUSTOMER,75,51-75
5AB68279E22C3F834C5725E21D2E59FDE480B176E13BB98958A03059558FD6FB,3D914F9348C9CC0FF8A79716700B9FCD4D2F3E711608004EB8F138BCBA7F14D9,2025-08-29 13:10:40.467,CRM_CUSTOMER,35,26-50
2FC28A7E4F01ADFB664CAF302558B4E0DB6340BA1636B8971ABF5A8EAD6CCF56,73475CB40A568E8DA8A045CED110137E159F890AC4DA883B6B17DC651B3A8049,2025-08-29 13:10:40.467,CRM_CUSTOMER,92,76-100
BDE85EB1B84B74BB36D7FB97F85C872819703B4CE66ED2F67440903B3B573E2E,44CB730C420480A0477B505AE68AF508FB90F96CF0EC54C6AD16949DD427F13A,2025-08-29 13:10:40.467,CRM_CUSTOMER,36,26-50
BEAEA73D140C4BDC8D710FA1829893CB4881BD1B57A57555CE6D9DACB13BA888,71EE45A3C0DB9A9865F7313DD3372CF60DCA6479D46261F3542EB9346E4A04D6,2025-08-29 13:10:40.467,CRM_CUSTOMER,61,51-75
2A591CAC808CFDD659E3D66E358E8A348FA6242352D7454567E7388B4D4B2E10,811786AD1AE74ADFDD20DD0372ABAAEBC6246E343AEBD01DA0BFC4C02BF0106C,2025-08-29 13:10:40.467,CRM_CUSTOMER,28,26-50
0769E9379F26C54C9A43A83A8343ED91864F21EAE12E2E7E3C63C5C771406522,25FC0E7096FC653718202DC30B0C580B8AB87EAC11A700CBA03A7C021BC35B0C,2025-08-29 13:10:40.467,CRM_CUSTOMER,65,51-75
0FF251097DB5D217AFA4B89E82C3CCA42F758793F9B34AD5DE4FEE045757835F,31489056E0916D59FE3ADD79E63F095AF3FFB81604691F21CAD442A85C7BE617,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
02F3D9F0114A027E120530E10C1EDE631D82C32C6ACEA4C5DF1572425C365D15,98010BD9270F9B100B6214A21754FD33BDC8D41B2BC9F9DD16FF54D3C34FFD71,2025-08-29 13:10:40.467,CRM_CUSTOMER,47,26-50
12406DA2844CAC00EF37B17B92061027555A7A410104080E1D964CE22C3BA6FD,0E17DACA5F3E175F448BACACE3BC0DA47D0655A74C8DD0DC497A3AFBDAD95F1F,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
7E0D5F781C5310EB8E370FBE08BDBAA90337DEF10896F7886115319258F32BB0,1A6562590EF19D1045D06C4055742D38288E9E6DCD71CCDE5CEE80F1D5A774EB,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
0A4EB99A13F611A9E86FD1241D10F43C0A83EF023B66A8BAABA1B8008BDB283D,031B4AF5197EC30A926F48CF40E11A7DBC470048A21E4003B7A3C07C5DAB1BAA,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
E05AC1C09CDF2C1DBFBABFC4EE7FC082AFB85C3ED947B4301D702E73E62F97BE,41CFC0D1F2D127B04555B7246D84019B4D27710A3F3AFF6E7764375B1E06E05D,2025-08-29 13:10:40.467,CRM_CUSTOMER,60,51-75
A218E5F46E003296A7EFAB0F6825111C46065F993A1BC2F9FCFD37AA5993DE01,2858DCD1057D3EAE7F7D5F782167E24B61153C01551450A628CEE722509F6529,2025-08-29 13:10:40.467,CRM_CUSTOMER,54,51-75
931B99F067EDB1A987562827CEDE9A22B6CB6B2FC5F04FF54AEFAD0332D867DB,2FCA346DB656187102CE806AC732E06A62DF0DBB2829E511A770556D398E1A6E,2025-08-29 13:10:40.467,CRM_CUSTOMER,60,51-75
232D8B52C5BE8B089B87C109C499EA608843AA4EFEEFE7B30EED4FDC4CDF22B8,02D20BBD7E394AD5999A4CEBABAC9619732C343A4CAC99470C03E23BA2BDC2BC,2025-08-29 13:10:40.467,CRM_CUSTOMER,45,26-50
CCA06E2E38D3E7B31D90FAD54EC3557215141708B5E75E93D8002E21BA58F85D,7688B6EF52555962D008FFF894223582C484517CEA7DA49EE67800ADC7FC8866,2025-08-29 13:10:40.467,CRM_CUSTOMER,41,26-50
556B7E224D697F2E2559B98CB570941085DC9AD177D9A9A1CD500C27AAC46C96,C837649CCE43F2729138E72CC315207057AC82599A59BE72765A477F22D14A54,2025-08-29 13:10:40.467,CRM_CUSTOMER,50,26-50
85E77BCB5B211236824AC03ECBC08A295DFF6F5B5AA94CAB519217F060F707B0,6208EF0F7750C111548CF90B6EA1D0D0A66F6BFF40DBEF07CB45EC436263C7D6,2025-08-29 13:10:40.467,CRM_CUSTOMER,46,26-50
1719B4A634F200AF88D85B9677DC27545E4358820BF31EE5C0C730FBD7BD8DB7,3E1E967E9B793E908F8EAE83C74DBA9BCCCCE6A5535B4B462BD9994537BFE15C,2025-08-29 13:10:40.467,CRM_CUSTOMER,51,51-75
36CE1BAA4BA37741F78D1C8058E0356E864D770E0D600C70D424BAE8680F549A,39FA9EC190EEE7B6F4DFF1100D6343E10918D044C75EAC8F9E9A2596173F80C9,2025-08-29 13:10:40.467,CRM_CUSTOMER,46,26-50
319A5C1C21AD733DDFF05151877FACA1FBCF60ABABDBFDF6F0624D5B5F8F5DE3,D029FA3A95E174A19934857F535EB9427D967218A36EA014B70AD704BC6C8D1C,2025-08-29 13:10:40.467,CRM_CUSTOMER,56,51-75
83A57F9044882CA393DF59758F44B7277E3743994C844BE0063730F01744A18A,81B8A03F97E8787C53FE1A86BDA042B6F0DE9B0EC9C09357E107C99BA4D6948A,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
A50AE20C8BEC36AB8A93A98F644D1432FB451DC1376EC2D03219520558E728BE,DA4EA2A5506F2693EAE190D9360A1F31793C98A1ADADE51D93533A6F520ACE1C,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
91DCC21E0CC5E8F693CAC97C1D2E6E9326D0F1CF3EBB5577B2DEFD1E2B4DF256,A68B412C4282555F15546CF6E1FC42893B7E07F271557CEB021821098DD66C1B,2025-08-29 13:10:40.467,CRM_CUSTOMER,59,51-75
68E3BB1EBDE811D2A8D6F110F76ACA9E0A59F937121E555FF6863BA1B11E2039,108C995B953C8A35561103E2014CF828EB654A99E310F87FAB94C2F4B7D2A04F,2025-08-29 13:10:40.467,CRM_CUSTOMER,51,51-75
EEA19F14C1AAF1C8EA98138F82222448CC5EFFB7326A8687C92BB8849CDC070B,3ADA92F28B4CEDA38562EBF047C6FF05400D4C572352A1142EEDFEF67D21E662,2025-08-29 13:10:40.467,CRM_CUSTOMER,59,51-75
A3292A0CA6EB827C55E00637AA4ADCD51F0949252C906A740183B7477E57302B,49D180ECF56132819571BF39D9B7B342522A2AC6D23C1418D3338251BFE469C8,2025-08-29 13:10:40.467,CRM_CUSTOMER,50,26-50
A202B8B426C8ABCEEAD5D19A83206215EFF8FE1EF2D66ACF04B76B1C7FEE9486,A21855DA08CB102D1D217C53DC5824A3A795C1C1A44E971BF01AB9DA3A2ACBBF,2025-08-29 13:10:40.467,CRM_CUSTOMER,48,26-50
0D2D936F4BB1BB9115B9087BD1C2C0D960D020EDDD1099E4200F840656788A6F,C75CB66AE28D8EBC6EDED002C28A8BA0D06D3A78C6B5CBF9B2ADE051F0775AC4,2025-08-29 13:10:40.467,CRM_CUSTOMER,59,51-75
7DA3EE3A22D31DCB1941D9686C4022A3A1B2D3275C07A4C34D821610A58D5284,FF5A1AE012AFA5D4C889C50AD427AAF545D31A4FAC04FFC1C4D03D403BA4250A,2025-08-29 13:10:40.467,CRM_CUSTOMER,47,26-50
8B5E9187796D15E926A14E1D0B6FB054493410F692C4179A37B98F5F3088C5D0,7F2253D7E228B22A08BDA1F09C516F6FEAD81DF6536EB02FA991A34BB38D9BE8,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
AAE745947BCB8B8A76E455ECF953A39A369E90F844F0A6C26BC750BB73181C6C,8722616204217EDDB39E7DF969E0698AED8E599BA62ED2DE1CE49B03ADE0FEDE,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
321F77F8DBBE5FC609F96EBE5EB9D536DA34F7BE09ADB8049A34F3FD8FC354EA,96061E92F58E4BDCDEE73DF36183FE3AC64747C81C26F6C83AADA8D2AABB1864,2025-08-29 13:10:40.467,CRM_CUSTOMER,49,26-50
1EE557F31E0914A5AC71E0F3EAE796C48A32C8E927176FA99FC264559E252161,EB624DBE56EB6620AE62080C10A273CAB73AE8ECA98AB17B731446A31C79393A,2025-08-29 13:10:40.467,CRM_CUSTOMER,56,51-75
57492FD1D74E87FC1FE173B5354AE92ED73F2D5674A339C4B355E6E441FB67AC,F369CB89FC627E668987007D121ED1EACDC01DB9E28F8BB26F358B7D8C4F08AC,2025-08-29 13:10:40.467,CRM_CUSTOMER,47,26-50
FA6FC2971D2DEFEEB29163A075C9D157B21D7C0810D41B693FCAFE6C1A151392,F74EFABEF12EA619E30B79BDDEF89CFFA9DDA494761681CA862CFF2871A85980,2025-08-29 13:10:40.467,CRM_CUSTOMER,54,51-75
7E89651A4CC574945075C04CCB3290B92D107C6D54A7A59A93E3BBB31160B217,A88A7902CB4EF697BA0B6759C50E8C10297FF58F942243DE19B984841BFE1F73,2025-08-29 13:10:40.467,CRM_CUSTOMER,53,51-75
B99838ECE6CF63BFF239ECC3D147D34CB2048D3924E1695F1EE2A0C7C75CFBD8,349C41201B62DB851192665C504B350FF98C6B45FB62A8A2161F78B6534D8DE9,2025-08-29 13:10:40.467,CRM_CUSTOMER,48,26-50
3F47C51A2F74B566D3098B8F7C731A403FEC4C86CC826F7392452DD40317101E,98A3AB7C340E8A033E7B37B6EF9428751581760AF67BBAB2B9E05D4964A8874A,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
4156CE7DB1BD4C4A1670D64AF22695C210C488E9837F322BC274E63B08B90E4F,48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
A41AC18D652DEE61CFC967DE3876556B336D7EE6130EBE1E9D45526B55E325CF,5316CA1C5DDCA8E6CECCFCE58F3B8540E540EE22F6180FB89492904051B3D531,2025-08-29 13:10:40.467,CRM_CUSTOMER,51,51-75
4A3C8F8948A33EFCC507D24B857B25A41F9D2FD7AECC9666C93F5E34E13B149F,A46E37632FA6CA51A13FE39A567B3C23B28C2F47D8AF6BE9BD63E030E214BA38,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
94DCDD5F720F8FB4D50E671D63C4BB79310FA398C79660F639FF3476DF7540C2,BBB965AB0C80D6538CF2184BABAD2A564A010376712012BD07B0AF92DCD3097D,2025-08-29 13:10:40.467,CRM_CUSTOMER,41,26-50
DF2B97C9DB41E41FCB3522E93C9FEDA8320EF5C3004F2B3151662B3C443C886A,44C8031CB036A7350D8B9B8603AF662A4B9CDBD2F96E8D5DE5AF435C9C35DA69,2025-08-29 13:10:40.467,CRM_CUSTOMER,44,26-50
DF37031776A609AF0BF8089CE00270E5D160E015980E467291EB09C4606F8EA3,B4944C6FF08DC6F43DA2E9C824669B7D927DD1FA976FADC7B456881F51BF5CCC,2025-08-29 13:10:40.467,CRM_CUSTOMER,57,51-75
3735862316D55AC77654654C9DEAB868657FAF1E9B95C48F93D8ABA7B8D8F995,434C9B5AE514646BBD91B50032CA579EFEC8F22BF0B4AAC12E65997C418E0DD6,2025-08-29 13:10:40.467,CRM_CUSTOMER,46,26-50
C20C3486F124BCCAC2FA0326254AFB5BC1BF884DF44BC30DB8ABEBB0A7B28F0E,BDD2D3AF3A5A1213497D4F1F7BFCDA898274FE9CB5401BBC0190885664708FC2,2025-08-29 13:10:40.467,CRM_CUSTOMER,58,51-75
6CBC244D5F8273D842AA376C076E5391953E3A0D5E22CD9EBE7B366A49FCBB20,8B940BE7FB78AAA6B6567DD7A3987996947460DF1C668E698EB92CA77E425349,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
896881E965BC3EB566D0A04FAB75016EEBCB025A7BF14746D0EE8EB18A5AE201,CD70BEA023F752A0564ABB6ED08D42C1440F2E33E29914E55E0BE1595E24F45A,2025-08-29 13:10:40.467,CRM_CUSTOMER,60,51-75
A6AC67E8CA7776C9222400451873CD25326F5E00A6CDA07ECE0BB08C78E94DC4,69F59C273B6E669AC32A6DD5E1B2CB63333D8B004F9696447AEE2D422CE63763,2025-08-29 13:10:40.467,CRM_CUSTOMER,46,26-50
A880076EBB9F08D4A8C5B5EA499A77BABAB490F2EA160CCD991EE1654826CB7A,1DA51B8D8FF98F6A48F80AE79FE3CA6C26E1ABB7B7D125259255D6D2B875EA08,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
4FAB5431E689F2EFB424DF214D2DD98AE73B3441DC5CBA4AC00E5CCDB51508E1,8241649609F88CCD2A0A5B233A07A538EC313FF6ADF695AA44A969DBCA39F67D,2025-08-29 13:10:40.467,CRM_CUSTOMER,41,26-50
652E66B94C088AE6C031389E8091CF316880F28BC3C5C213C2CC950C8B80B331,6E4001871C0CF27C7634EF1DC478408F642410FD3A444E2A88E301F5C4A35A4D,2025-08-29 13:10:40.467,CRM_CUSTOMER,49,26-50
55E1F0C705C23891B3070A4B3B12187DDAB4A28F2C5CF8CE5206A038C409942B,E3D6C4D4599E00882384CA981EE287ED961FA5F3828E2ADB5E9EA890AB0D0525,2025-08-29 13:10:40.467,CRM_CUSTOMER,40,26-50
77E0E0A56FD80D62F7C05157F26430CA4629532FD2CD68F725FC2251DBF6B59B,AD48FF99415B2F007DC35B7EB553FD1EB35EBFA2F2F308ACD9488EEB86F71FA8,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
1777A2FF1D6BF26DA9FBF4CEB753A27A355203FDBDCCE52367E78F6586E9B065,7B1A278F5ABE8E9DA907FC9C29DFD432D60DC76E17B0FABAB659D2A508BC65C4,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
E676CF7208422B5A62A6D627B3A4A07F44B40B909B262CD18AAA8A729355B236,D6D824ABBA4AFDE81129C71DEA75B8100E96338DA5F416D2F69088F1960CB091,2025-08-29 13:10:40.467,CRM_CUSTOMER,47,26-50
9E876EE62D61EA6A076FFBF55F23A0012A8EB8CC486F68052F1DC201CD766405,29DB0C6782DBD5000559EF4D9E953E300E2B479EED26D887EF3F92B921C06A67,2025-08-29 13:10:40.467,CRM_CUSTOMER,50,26-50
7D2BADDE319E3FBF215B2FD66C90BE6E6471FE84C217510F226C1E943A8CF785,8C1F1046219DDD216A023F792356DDF127FCE372A72EC9B4CDAC989EE5B0B455,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
0B4A46BDA807C80D9DD0C65C67E11482666223948FBC2CEC0F767C6113DBB2E2,AD57366865126E55649ECB23AE1D48887544976EFEA46A48EB5D85A6EEB4D306,2025-08-29 13:10:40.467,CRM_CUSTOMER,49,26-50
9D6D24435F43C466A037509E4BA319CBD01D7B5F5E0D021A43DA57D7369BC6B5,16DC368A89B428B2485484313BA67A3912CA03F2B2B42429174A4F8B3DC84E44,2025-08-29 13:10:40.467,CRM_CUSTOMER,41,26-50
BC4647FB48471A4242422DF61E16FBF8458BA82AED00200E9C5D86AD7D4AEFA5,37834F2F25762F23E1F74A531CBE445DB73D6765EBE60878A7DFBECD7D4AF6E1,2025-08-29 13:10:40.467,CRM_CUSTOMER,48,26-50
82F4F502F0688257E55202B1D630F4E82CD5851A875AEBA322B53E762CE77A13,454F63AC30C8322997EF025EDFF6ABD23E0DBE7B8A3D5126A894E4A168C1B59B,2025-08-29 13:10:40.467,CRM_CUSTOMER,59,51-75
0623B1C8BF0EE107A0A9CE82EF8FC93FCB2ABFDE673814B9E2610E3C18183C79,5EF6FDF32513AA7CD11F72BECCF132B9224D33F271471FFF402742887A171EDF,2025-08-29 13:10:40.467,CRM_CUSTOMER,55,51-75
B99A389E3F55E470506005288D58F68DB1B9CC5CA894F39DA0A84702BF1286FE,1253E9373E781B7500266CAA55150E08E210BC8CD8CC70D89985E3600155E860,2025-08-29 13:10:40.467,CRM_CUSTOMER,56,51-75
E1C750B5EBF60D3F98228AF3F21A32B43B0D0A1EDFD52CFA5C8797864E00D220,482D9673CFEE5DE391F97FDE4D1C84F9F8D6F2CF0784FCFFB958B4032DE7236C,2025-08-29 13:10:40.467,CRM_CUSTOMER,42,26-50
AB4B6E43F8C089AA75260F0C3283605EE6F46392B7484B5AAEFFB8B32A0C4E24,3346F2BBF6C34BD2DBE28BD1BB657D0E9C37392A1D5EC9929E6A5DF4763DDC2D,2025-08-29 13:10:40.467,CRM_CUSTOMER,50,26-50
5DD21B1FEDF9E935801AD2CEF1CDF56D8D148BC8DD1C70BF12E5C47D4F37B445,9537F32EC7599E1AE953AF6C9F929FE747FF9DADF79A9BEFF1F304C550173011,2025-08-29 13:10:40.467,CRM_CUSTOMER,46,26-50
CC1976CB1157420E44AB4ABEE061CE6915D5E3825DA4C379BBD9DDFF0A85E1DF,0FD42B3F73C448B34940B339F87D07ADF116B05C0227AAD72E8F0EE90533E699,2025-08-29 13:10:40.467,CRM_CUSTOMER,43,26-50
A3F196E54A8D5B20A9CBDAEF4D18B4EBA6A16DB38A6002DB98BDB495120DE44B,9BDB2AF6799204A299C603994B8E400E4B1FD625EFDB74066CC869FEE42C9DF3,2025-08-29 13:10:40.467,CRM_CUSTOMER,48,26-50
412968F918AAA4D7AE42822E503CD16C48C96764290D6CC14AC995FE193E2E2B,F6E0A1E2AC41945A9AA7FF8A8AAA0CEBC12A3BCC981A929AD5CF810A090E11AE,2025-08-29 13:10:40.467,CRM_CUSTOMER,52,51-75
6348E299C8A197814C058053EF7F46A83DA77BA896509E7CCEDCDD6993BAD6E5,B1556DEA32E9D0CDBFED038FD7787275775EA40939C146A64E205BCB349AD02F,2025-08-29 13:10:40.467,CRM_CUSTOMER,54,51-75
